,Anza,Carrizo,Cholame,Coachella,Garlock,Mojave
1944,48,12,6,29,,19
1945,43,6,11,30,,19
1946,45,7,4,32,,21
1947,46,11,14,26,,17
1948,41,19,18,32,,18
1949,40,16,17,25,,18
1950,39,16,16,31,,21
1951,44,17,18,24,,21
1952,41,16,17,35,,18
1953,40,14,16,24,,17
1954,44,9,15,35,,19
1955,29,4,18,28,,18
1956,43,6,17,37,,15
1957,29,1,17,30,,16
1958,42,12,18,34,,19
1959,43,6,17,26,,18
1960,40,13,19,29,,17
1961,41,17,13,24,,17
1962,45,17,17,30,,20
1963,40,17,17,34,,21
1964,44,19,14,35,,22
1965,23,16,18,30,,16
1966,21,16,18,19,,17
1967,39,19,18,29,,18
1968,36,18,17,33,,18
1969,26,15,19,29,,17
1970,26,17,18,29,,18
1971,34,17,14,30,,16
1972,42,17,18,30,,20
1973,41,16,17,33,,19
1974,29,16,16,22,,18
1975,42,19,20,21,,20
1976,28,19,15,34,,20
1977,44,18,13,32,,20
1978,38,16,16,24,,19
1979,39,17,19,27,,17
1980,39,19,18,30,,18
1981,42,16,18,30,,17
1982,44,16,18,30,,19
1983,18,17,15,31,,21
1984,19,16,15,30,,22
1985,42,18,15,31,,21
1986,43,17,12,32,,16
1987,39,17,8,29,,19
1988,40,17,13,17,,22
1989,45,18,8,14,,17
1990,43,15,11,28,,18
1991,41,16,17,28,,20
1992,44,15,15,29,,20
1993,41,16,13,32,,19
1994,44,17,14,28,,20
1995,27,16,15,32,,15
1996,40,18,18,32,,22
1997,30,15,18,30,,20
1998,38,17,18,33,,19
1999,45,17,18,35,,21
2000,36,18,16,29,,22
2001,39,19,18,33,,18
2002,42,18,18,28,,18
2003,40,13,18,27,,13
2004,41,4,7,28,,18
2005,40,9,10,33,,18
2006,44,4,7,33,,18
2007,39,13,8,25,,19
2008,41,17,9,31,,17
2009,40,16,6,34,,18
2010,40,16,11,32,,21
2011,45,11,17,30,,21
2012,46,16,15,34,,17
2013,37,15,11,32,,20
2014,39,16,2,32,,20
2015,48,11,17,34,,18
2016,46,7,14,28,,16
2017,29,12,17,32,,20
2018,39,18,17,31,,14
2019,33,17,17,25,,21
2020,43,19,16,27,,21
2021,41,16,16,32,,20
2022,43,19,16,36,,21
2023,35,15,16,31,,18
2024,42,18,18,31,,17
2025,16,17,18,32,,17
2026,24,18,12,28,,17
2027,42,17,6,30,,23
2028,48,15,10,34,,14
2029,45,18,6,26,,17
2030,45,18,8,30,,20
2031,35,16,8,32,,20
2032,46,14,17,30,,12
2033,43,18,8,32,,4
2034,43,17,9,32,,13
2035,44,16,12,34,,21
2036,45,18,18,25,,20
2037,43,17,15,22,,20
2038,36,16,17,30,,21
2039,32,15,17,23,,23
2040,39,18,16,36,,17
2041,48,17,14,30,,16
2042,27,17,15,33,,20
2043,24,18,16,33,,21
2044,42,17,20,31,,20
2045,38,12,14,30,,20
2046,45,20,17,27,,21
2047,24,17,18,31,,16
2048,40,17,22,30,,14
2049,37,14,19,29,,21
2050,40,18,16,20,,21
2051,48,18,17,13,,17
2052,44,18,18,20,,20
2053,44,17,17,34,,12
2054,40,19,17,27,,5
2055,41,18,17,35,,12
2056,40,14,16,30,,5
2057,18,4,17,28,,12
2058,16,13,16,30,,16
2059,36,17,15,33,,19
2060,44,16,16,25,,20
2061,38,20,13,27,,19
2062,37,13,17,23,,21
2063,41,15,17,17,,23
2064,38,16,17,10,,20
2065,40,19,20,29,,18
2066,40,18,17,34,,20
2067,37,18,19,26,,22
2068,45,18,17,33,,18
2069,41,15,18,26,,17
2070,41,15,18,34,,19
2071,44,15,19,29,,20
2072,43,12,17,28,,17
2073,42,14,17,32,,18
2074,47,16,15,27,,19
2075,41,16,16,33,,17
2076,42,12,17,31,,19
2077,39,8,17,27,,17
2078,42,6,19,32,,17
2079,44,8,19,29,,19
2080,39,17,15,31,,18
2081,43,17,17,22,,18
2082,42,18,14,29,,21
2083,20,18,14,35,,18
2084,19,18,14,32,,18
2085,43,18,16,33,,17
2086,37,16,19,33,,19
2087,39,18,16,30,,21
2088,45,12,18,29,,19
2089,43,16,16,31,,18
2090,42,15,14,33,,17
2091,37,18,18,25,,23
2092,45,18,15,30,,20
2093,39,18,16,28,,16
2094,41,17,16,36,,17
2095,49,15,18,28,,15
2096,44,14,17,34,,17
2097,47,16,14,27,,16
2098,40,15,18,35,,17
2099,40,17,16,26,,14
2100,41,17,12,31,,19
2101,36,17,4,27,,21
2102,42,15,13,29,,21
2103,39,0,16,36,,20
2104,34,16,17,30,,20
2105,44,16,17,34,,19
2106,38,16,15,32,,18
2107,42,18,17,31,,19
2108,39,18,16,28,,13
2109,42,12,17,30,,20
2110,42,17,19,37,,20
2111,44,15,14,29,,19
2112,41,17,16,35,,20
2113,43,17,17,30,,21
2114,26,14,19,30,,23
2115,8,15,19,29,,19
2116,24,16,18,33,,20
2117,38,14,17,31,,19
2118,31,12,17,25,,19
2119,33,5,17,31,,20
2120,42,6,14,23,,18
2121,39,7,18,28,,15
2122,38,13,15,29,,15
2123,31,0,15,31,,17
2124,36,13,18,32,,21
2125,43,15,17,32,,20
2126,42,9,18,29,,19
2127,42,6,19,30,,19
2128,42,14,18,17,,22
2129,41,17,15,17,,20
2130,44,13,17,31,,20
2131,42,4,15,32,,21
2132,40,1,16,26,,20
2133,41,12,18,34,,20
2134,40,13,17,32,,19
2135,46,14,18,32,,20
2136,41,19,17,29,,22
2137,40,16,16,26,,20
2138,44,17,11,28,,21
2139,42,18,5,29,,21
2140,40,17,9,31,,20
2141,42,17,16,33,,21
2142,46,17,14,32,,22
2143,42,16,22,28,,18
2144,40,17,18,29,,18
2145,38,16,19,30,,23
2146,40,15,14,30,,21
2147,40,16,16,32,,21
2148,43,0,17,35,,16
2149,40,12,18,37,,21
2150,46,7,19,28,,22
2151,42,9,19,30,,21
2152,47,9,17,26,,17
2153,43,7,11,30,,18
2154,43,9,19,33,,18
2155,44,7,16,28,,20
2156,39,9,15,27,,18
2157,29,19,15,21,,20
2158,23,19,14,14,,19
2159,42,8,18,34,,18
2160,44,8,18,27,,19
2161,38,8,14,29,,19
2162,41,6,18,34,,17
2163,41,11,20,30,,15
2164,41,18,17,32,,18
2165,37,2,15,34,,17
2166,40,16,17,33,,20
2167,44,17,18,30,,18
2168,48,17,17,30,,14
2169,40,11,16,22,,22
2170,29,3,17,23,,21
2171,35,16,20,20,,16
2172,38,17,18,31,,17
2173,40,17,11,24,,19
2174,39,19,5,29,,19
2175,40,19,13,35,,18
2176,46,15,16,30,,18
2177,40,17,19,26,,16
2178,42,14,20,33,,17
2179,42,14,17,35,,17
2180,39,14,18,24,,20
2181,44,16,12,28,,23
2182,39,19,18,29,,19
2183,43,16,14,29,,19
2184,39,18,17,22,,22
2185,48,16,19,29,,19
2186,39,14,17,30,,18
2187,37,18,16,33,,20
2188,45,15,18,32,,22
2189,42,16,18,32,,17
2190,41,16,18,17,,21
2191,40,18,16,11,,18
2192,39,17,14,4,,21
2193,41,14,15,24,,19
2194,43,18,16,29,,22
2195,24,16,17,33,,21
2196,11,17,17,33,,21
2197,15,13,16,30,,16
2198,29,16,14,27,,22
2199,41,17,18,31,,14
2200,18,17,17,30,,20
2201,20,15,19,28,,21
2202,34,17,16,33,,17
2203,36,16,18,32,,15
2204,39,17,17,29,,19
2205,42,19,18,32,,20
2206,42,14,17,33,,17
2207,38,16,16,35,,21
2208,42,17,17,31,,16
2209,46,19,18,32,,17
2210,41,19,19,27,,17
2211,44,18,18,28,,16
2212,38,17,18,31,,16
2213,38,17,15,19,,18
2214,25,12,18,10,,18
2215,46,4,16,9,,17
2216,42,14,17,22,,21
2217,45,18,19,27,,22
2218,45,15,20,36,,23
2219,42,15,20,30,,17
2220,43,18,18,27,,21
2221,44,17,18,37,,16
2222,43,18,15,26,,20
2223,43,19,17,28,,18
2224,47,12,15,33,,17
2225,39,5,17,26,,18
2226,43,15,19,27,,15
2227,42,17,19,36,,21
2228,41,15,16,24,,19
2229,43,16,13,28,,17
2230,44,18,15,33,,15
2231,31,17,16,27,,20
2232,38,18,19,32,,16
2233,42,17,18,25,,19
2234,19,16,17,28,,18
2235,23,17,17,33,,19
2236,41,12,18,34,,14
2237,45,13,15,28,,18
2238,41,5,15,36,,18
2239,37,18,14,37,,20
2240,45,12,16,32,,18
2241,27,18,17,32,,21
2242,40,19,18,29,,21
2243,31,14,18,32,,17
2244,25,16,17,36,,19
2245,19,17,18,30,,15
2246,35,18,16,30,,15
2247,44,19,20,29,,16
2248,23,12,19,30,,18
2249,12,6,12,33,,18
2250,39,12,18,33,,20
2251,43,16,18,24,,20
2252,40,19,17,32,,16
2253,40,16,17,29,,15
2254,40,15,14,30,,19
2255,42,15,17,30,,17
2256,40,14,18,33,,17
2257,50,18,17,32,,18
2258,43,16,14,31,,20
2259,40,16,16,28,,17
2260,39,18,17,29,,19
2261,37,8,22,30,,20
2262,43,11,18,30,,21
2263,42,17,16,28,,22
2264,43,15,19,32,,20
2265,46,9,19,33,,20
2266,30,7,17,27,,21
2267,20,10,16,31,,17
2268,19,19,15,28,,20
2269,15,19,17,33,,18
2270,13,20,17,27,,20
2271,34,20,18,32,,21
2272,49,18,18,24,,21
2273,27,17,13,17,,18
2274,18,16,17,35,,19
2275,41,13,17,29,,20
2276,45,19,16,28,,22
2277,41,20,17,33,,20
2278,29,17,16,33,,16
2279,39,18,16,32,,18
2280,28,17,17,31,,17
2281,37,11,16,29,,17
2282,41,1,15,35,,17
2283,38,14,18,30,,20
2284,41,17,18,28,,21
2285,42,19,18,34,,21
2286,21,17,19,35,,17
2287,22,16,17,29,,21
2288,38,14,18,34,,18
2289,43,3,15,34,,18
2290,43,12,17,29,,18
2291,20,14,20,35,,21
2292,15,15,15,28,,17
2293,18,10,16,19,,21
2294,28,14,19,29,,20
2295,44,15,18,30,,16
2296,41,16,15,30,,20
2297,49,17,15,31,,21
2298,38,17,16,29,,18
2299,42,16,16,30,,19
2300,30,14,19,35,,18
2301,39,18,16,32,,18
2302,27,17,16,30,,17
2303,39,19,18,33,,17
2304,36,16,15,27,,18
2305,41,18,17,17,,18
2306,45,17,17,34,,17
2307,38,18,17,32,,15
2308,41,17,18,30,,20
2309,36,16,19,33,,20
2310,39,17,17,27,,20
2311,42,18,17,20,,18
2312,40,19,17,22,,19
2313,44,18,17,31,,18
2314,43,18,16,21,,18
2315,40,15,15,27,,18
2316,42,18,17,26,,19
2317,40,16,17,33,,20
2318,42,12,17,28,,18
2319,40,4,16,32,,17
2320,46,10,17,31,,18
2321,43,18,13,24,,19
2322,47,19,17,15,,19
2323,38,11,19,31,,17
2324,39,18,17,29,,18
2325,37,18,17,28,,17
2326,42,15,15,36,,20
2327,42,17,16,25,,20
2328,23,15,14,30,,23
2329,26,17,16,36,,20
2330,41,19,14,27,,19
2331,45,11,13,26,,17
2332,25,19,21,24,,18
2333,42,18,16,30,,21
2334,40,15,17,36,,14
2335,39,16,19,31,,18
2336,38,19,18,24,,16
2337,38,18,18,24,,18
2338,42,17,18,30,,18
2339,42,17,16,35,,18
2340,42,18,19,28,,17
2341,43,15,17,27,,15
2342,37,15,15,25,,17
2343,40,14,17,24,,19
2344,47,16,17,27,,21
2345,37,17,16,32,,21
2346,30,18,15,33,,21
2347,40,18,18,32,,20
2348,42,17,17,34,,17
2349,45,18,16,32,,18
2350,47,16,19,28,,19
2351,34,20,14,34,,17
2352,40,19,15,30,,18
2353,43,12,13,30,,16
2354,47,4,14,29,,16
2355,43,13,9,32,,18
2356,39,18,10,31,,16
2357,24,17,18,29,,18
2358,30,17,16,31,,20
2359,42,14,17,23,,13
2360,41,17,14,22,,19
2361,41,18,10,28,,22
2362,32,17,0,35,,21
2363,41,14,15,33,,19
2364,40,16,16,33,,20
2365,44,17,15,32,,16
2366,40,22,21,27,,19
2367,42,18,17,32,,19
2368,45,16,19,31,,21
2369,42,19,18,27,,19
2370,45,19,18,36,,17
2371,41,17,17,34,,18
2372,38,16,15,32,,20
2373,41,15,12,34,,15
2374,41,17,20,33,,21
2375,44,17,11,31,,21
2376,44,18,16,26,,21
2377,41,18,17,38,,20
2378,41,13,9,26,,17
2379,44,17,9,31,,19
2380,41,17,14,28,,17
2381,44,16,13,26,,17
2382,40,17,14,25,,17
2383,43,16,16,37,,19
2384,40,16,17,31,,16
2385,39,17,19,33,,20
2386,46,16,16,23,,19
2387,38,15,12,30,,17
2388,39,18,14,30,,17
2389,23,18,13,36,,18
2390,17,18,19,31,,21
2391,39,19,14,32,,22
2392,42,17,18,30,,21
2393,45,18,17,27,,20
2394,43,15,19,34,,19
2395,41,17,21,34,,16
2396,44,20,17,28,,16
2397,41,15,11,24,,17
2398,43,16,9,30,,15
2399,41,19,15,20,,19
2400,45,18,17,23,,10
2401,28,15,18,30,,9
2402,29,12,18,32,,17
2403,39,19,14,28,,18
2404,37,16,16,30,,19
2405,37,19,14,31,,18
2406,44,16,18,34,,17
2407,38,16,14,31,,18
2408,41,18,15,31,,19
2409,43,15,14,30,,17
2410,22,17,15,33,,18
2411,36,17,14,30,,18
2412,46,17,15,28,,17
2413,43,18,18,29,,18
2414,21,19,17,29,,17
2415,33,17,17,30,,20
2416,34,17,20,30,,19
2417,43,17,17,26,,21
2418,42,17,16,30,,20
2419,46,16,16,31,,21
2420,25,15,15,30,,17
2421,29,17,18,32,,18
2422,43,17,17,36,,17
2423,41,17,20,31,,18
2424,41,16,17,31,,21
2425,39,17,17,29,,20
2426,38,13,12,27,,21
2427,34,17,19,35,,18
2428,46,19,16,30,,16
2429,42,17,20,27,,19
2430,32,17,13,30,,19
2431,31,15,15,29,,20
2432,35,16,18,32,,22
2433,45,14,16,27,,18
2434,42,4,17,31,,19
2435,46,11,19,31,,17
2436,42,14,16,28,,18
2437,41,13,18,19,,18
2438,36,21,16,29,,17
2439,43,16,18,29,,18
2440,41,17,15,16,,17
2441,39,19,18,18,,16
2442,41,18,17,22,,19
2443,40,18,18,27,,23
2444,36,18,18,33,,22
2445,44,16,17,26,,20
2446,44,19,16,27,,18
2447,42,17,17,32,,19
2448,20,15,18,25,,18
2449,33,17,11,30,,19
2450,27,17,16,29,,21
2451,25,16,18,27,,19
2452,40,15,19,33,,22
2453,28,18,17,24,,18
2454,31,17,17,38,,21
2455,31,16,15,26,,20
2456,41,19,18,30,,22
2457,28,14,15,33,,22
2458,40,7,14,32,,18
2459,39,7,16,32,,17
2460,40,13,18,25,,18
2461,39,14,18,30,,18
2462,42,11,19,34,,19
2463,38,17,18,26,,17
2464,46,9,19,33,,19
2465,39,8,21,30,,17
2466,45,7,14,33,,16
2467,40,11,18,28,,18
2468,27,17,15,36,,17
2469,21,13,18,33,,19
2470,47,23,18,32,,22
2471,42,9,15,30,,22
2472,43,7,16,30,,20
2473,40,7,19,28,,20
2474,42,11,17,31,,20
2475,32,18,19,35,,19
2476,43,18,18,32,,20
2477,42,9,17,32,,21
2478,37,11,17,32,,19
2479,33,13,17,31,,18
2480,39,17,17,27,,18
2481,46,11,17,35,,19
2482,42,11,16,29,,20
2483,38,3,18,18,,20
2484,39,12,18,24,,19
2485,42,16,16,30,,18
2486,40,15,17,30,,19
2487,44,16,16,31,,19
2488,26,13,16,32,,17
2489,24,14,17,28,,19
2490,35,8,18,30,,16
2491,42,7,17,22,,9
2492,41,6,18,32,,6
2493,31,11,19,26,,12
2494,47,16,13,30,,7
2495,47,16,17,20,,12
2496,42,12,16,30,,20
2497,26,13,18,30,,20
2498,37,10,16,33,,20
2499,31,6,14,27,,18
2500,31,9,17,29,,18
2501,39,8,17,33,,17
2502,40,5,18,31,,18
2503,,11,19,28,,22
2504,,0,16,35,,13
2505,,13,16,24,,13
2506,,19,20,35,,18
2507,,14,16,31,,21
2508,,18,17,33,,19
2509,,17,18,35,,18
2510,,19,17,33,,18
2511,,13,19,32,,21
2512,,7,17,33,,18
2513,,11,17,35,,19
2514,,17,12,29,,21
2515,,15,6,29,,17
2516,,18,10,32,,18
2517,,16,6,27,,20
2518,,16,9,34,,19
2519,,12,16,25,,17
2520,,14,18,28,,17
2521,,16,16,31,,18
2522,,14,15,30,,19
2523,,18,18,20,,19
2524,,14,17,16,,18
2525,,0,20,27,,18
2526,,14,22,28,,17
2527,,14,21,34,,17
2528,,10,13,47,,17
2529,,4,12,34,,17
2530,,14,13,26,,19
2531,,15,14,31,,16
2532,,18,15,32,,17
2533,,17,18,19,,18
2534,,17,20,30,,20
2535,,20,14,32,,17
2536,,17,15,25,,18
2537,,16,18,31,,18
2538,,16,16,28,,21
2539,,15,19,34,,20
2540,,18,20,26,,20
2541,,13,16,31,,21
2542,,14,16,31,,21
2543,,9,15,34,,19
2544,,9,18,29,,20
2545,,19,18,33,,17
2546,,18,18,32,,18
2547,,19,18,31,,17
2548,,16,17,28,,19
2549,,16,14,29,,17
2550,,17,19,34,,19
2551,,15,16,27,,20
2552,,18,19,28,,16
2553,,16,17,30,,21
2554,,17,13,26,,20
2555,,19,18,36,,20
2556,,16,15,32,,16
2557,,18,13,29,,18
2558,,16,18,31,,20
2559,,18,18,31,,19
2560,,15,20,32,,16
2561,,18,19,30,,23
2562,,17,16,37,,17
2563,,18,16,26,,20
2564,,18,19,30,,19
2565,,17,17,28,,18
2566,,16,17,31,,20
2567,,12,18,25,,17
2568,,15,19,35,,17
2569,,19,18,29,,14
2570,,16,16,19,,19
2571,,13,14,12,,19
2572,,14,14,19,,15
2573,,9,18,35,,21
2574,,11,18,28,,20
2575,,5,17,35,,21
2576,,12,16,30,,21
2577,,20,17,33,,19
2578,,18,18,29,,19
2579,,15,17,29,,19
2580,,14,13,26,,16
2581,,16,18,33,,21
2582,,18,15,32,,18
2583,,18,16,28,,18
2584,,13,17,29,,18
2585,,17,14,26,,17
2586,,15,15,34,,18
2587,,18,15,34,,17
2588,,13,18,31,,17
2589,,6,19,31,,17
2590,,7,15,33,,18
2591,,9,15,31,,18
2592,,8,16,34,,20
2593,,8,18,34,,17
2594,,6,17,32,,17
2595,,8,17,24,,20
2596,,4,17,37,,20
2597,,11,17,33,,14
2598,,11,16,31,,14
2599,,15,18,29,,18
2600,,16,18,32,,17
2601,,19,17,30,,18
2602,,17,13,34,,16
2603,,19,18,27,,20
2604,,18,18,26,,15
2605,,17,17,32,,17
2606,,17,17,32,,21
2607,,17,16,33,,21
2608,,17,16,29,,18
2609,,17,17,29,,19
2610,,16,20,31,,14
2611,,18,16,33,,19
2612,,18,13,28,,18
2613,,16,13,29,,17
2614,,17,17,34,,17
2615,,16,15,36,,17
2616,,16,19,28,,19
2617,,17,11,34,,19
2618,,18,4,29,,18
2619,,17,12,32,,17
2620,,18,18,31,,18
2621,,19,17,31,,19
2622,,13,18,29,,21
2623,,17,18,31,,20
2624,,16,14,32,,20
2625,,18,14,33,,20
2626,,16,17,32,,19
2627,,14,15,21,,22
2628,,10,17,7,,18
2629,,6,14,8,,17
2630,,10,18,29,,22
2631,,6,19,35,,21
2632,,10,18,24,,22
2633,,17,18,33,,19
2634,,9,18,25,,20
2635,,2,17,25,,20
2636,,13,13,28,,21
2637,,16,15,34,,22
2638,,20,21,29,,18
2639,,16,16,27,,20
2640,,17,17,27,,20
2641,,18,17,28,,20
2642,,17,13,34,,16
2643,,19,17,31,,18
2644,,17,18,35,,18
2645,,12,17,22,,17
2646,,17,20,25,,17
2647,,17,15,19,,18
2648,,16,18,17,,19
2649,,16,17,33,,23
2650,,18,17,32,,20
2651,,16,14,32,,19
2652,,15,17,28,,21
2653,,18,17,29,,19
2654,,17,18,33,,20
2655,,20,18,36,,14
2656,,14,18,28,,14
2657,,17,16,30,,17
2658,,11,18,32,,18
2659,,9,18,29,,18
2660,,3,18,32,,20
2661,,12,17,31,,16
2662,,15,15,23,,20
2663,,18,17,12,,15
2664,,15,19,31,,21
2665,,12,16,33,,21
2666,,5,18,32,,21
2667,,14,16,28,,19
2668,,7,18,30,,21
2669,,6,17,33,,20
2670,,11,14,30,,16
2671,,13,18,32,,19
2672,,16,19,35,,21
2673,,15,17,28,,17
2674,,19,18,36,,21
2675,,13,16,26,,17
2676,,16,16,17,,20
2677,,16,18,14,,20
2678,,15,16,36,,20
2679,,18,18,27,,20
2680,,18,17,25,,19
2681,,18,16,34,,22
2682,,18,19,32,,21
2683,,17,16,28,,18
2684,,14,18,32,,20
2685,,19,17,32,,20
2686,,16,16,20,,15
2687,,19,14,28,,16
2688,,17,16,27,,21
2689,,13,16,27,,21
2690,,18,17,32,,21
2691,,12,14,30,,22
2692,,2,17,33,,15
2693,,13,16,28,,19
2694,,18,14,32,,21
2695,,18,18,26,,19
2696,,20,16,24,,22
2697,,19,19,25,,18
2698,,16,17,18,,16
2699,,16,16,37,,18
2700,,19,16,28,,19
2701,,17,15,31,,18
2702,,17,18,21,,17
2703,,18,17,29,,20
2704,,19,19,17,,17
2705,,18,17,19,,13
2706,,16,17,28,,5
2707,,14,17,31,,14
2708,,19,19,32,,15
2709,,19,16,26,,20
2710,,12,20,19,,21
2711,,17,19,29,,21
2712,,3,17,28,,23
2713,,12,17,29,,17
2714,,17,18,23,,19
2715,,18,16,35,,17
2716,,17,14,32,,19
2717,,13,17,28,,18
2718,,18,16,36,,18
2719,,15,20,32,,20
2720,,16,19,27,,21
2721,,17,20,29,,15
2722,,14,12,28,,19
2723,,15,7,31,,20
2724,,15,9,32,,20
2725,,18,6,35,,20
2726,,19,8,23,,17
2727,,15,9,33,,16
2728,,15,17,27,,19
2729,,16,18,28,,16
2730,,18,18,32,,18
2731,,17,20,32,,18
2732,,17,14,34,,22
2733,,17,14,33,,21
2734,,17,17,31,,18
2735,,16,18,29,,19
2736,,18,18,28,,18
2737,,18,18,31,,17
2738,,17,18,35,,21
2739,,13,18,36,,20
2740,,18,17,30,,19
2741,,18,18,31,,21
2742,,17,17,27,,20
2743,,17,16,38,,18
2744,,16,17,33,,18
2745,,16,18,33,,20
2746,,17,16,30,,17
2747,,11,19,32,,20
2748,,8,14,31,,20
2749,,9,17,33,,21
2750,,6,18,31,,17
2751,,13,17,29,,20
2752,,13,18,25,,20
2753,,7,16,31,,15
2754,,9,16,34,,20
2755,,8,18,27,,21
2756,,6,17,27,,17
2757,,12,12,33,,17
2758,,18,14,30,,19
2759,,17,18,28,,19
2760,,18,18,32,,17
2761,,17,16,27,,21
2762,,18,17,26,,17
2763,,18,16,30,,17
2764,,14,17,27,,20
2765,,14,16,30,,16
2766,,17,17,30,,19
2767,,15,18,30,,20
2768,,17,18,32,,18
2769,,14,17,22,,18
2770,,18,18,30,,19
2771,,19,17,32,,22
2772,,18,16,35,,18
2773,,18,18,30,,20
2774,,18,17,32,,20
2775,,17,18,24,,22
2776,,13,14,29,,16
2777,,8,16,35,,14
2778,,6,18,31,,19
2779,,10,20,28,,22
2780,,10,16,29,,11
2781,,1,14,33,,7
2782,,14,17,31,,7
2783,,17,18,32,,12
2784,,17,17,27,,7
2785,,13,15,33,,10
2786,,17,18,26,,7
2787,,18,16,34,,12
2788,,17,17,27,,18
2789,,20,14,18,,19
2790,,15,16,13,,18
2791,,18,16,29,,19
2792,,17,14,29,,18
2793,,17,14,32,,17
2794,,14,20,33,,18
2795,,17,19,32,,19
2796,,17,16,31,,20
2797,,18,22,32,,19
2798,,18,12,31,,18
2799,,18,13,31,,17
2800,,16,17,31,,18
2801,,18,16,33,,16
2802,,18,17,31,,16
2803,,18,18,34,,19
2804,,17,19,28,,19
2805,,15,16,25,,18
2806,,17,16,29,,20
2807,,19,16,32,,16
2808,,16,16,28,,21
2809,,18,18,32,,22
2810,,16,18,33,,20
2811,,18,19,30,,17
2812,,17,16,31,,17
2813,,14,15,34,,18
2814,,18,12,23,,18
2815,,19,19,17,,15
2816,,17,18,25,,18
2817,,18,14,31,,20
2818,,16,18,29,,21
2819,,16,18,27,,21
2820,,18,18,27,,19
2821,,16,16,37,,20
2822,,18,18,22,,19
2823,,17,18,28,,20
2824,,16,12,25,,18
2825,,19,14,32,,16
2826,,16,16,28,,17
2827,,18,18,29,,20
2828,,17,16,26,,18
2829,,16,16,27,,18
2830,,14,19,31,,19
2831,,16,15,34,,20
2832,,16,15,23,,18
2833,,16,15,33,,19
2834,,15,14,33,,19
2835,,17,20,31,,21
2836,,16,18,36,,17
2837,,14,18,31,,18
2838,,18,17,30,,16
2839,,16,18,28,,18
2840,,19,17,32,,15
2841,,17,18,27,,15
2842,,16,18,32,,19
2843,,16,18,31,,16
2844,,15,16,29,,18
2845,,18,19,38,,20
2846,,17,18,28,,22
2847,,19,17,32,,20
2848,,17,16,31,,22
2849,,17,17,33,,20
2850,,17,17,32,,16
2851,,19,18,31,,17
2852,,16,18,30,,20
2853,,20,17,33,,20
2854,,19,17,22,,20
2855,,17,16,30,,20
2856,,17,17,34,,14
2857,,18,17,33,,19
2858,,16,17,30,,22
2859,,14,18,35,,18
2860,,17,19,31,,17
2861,,16,19,29,,16
2862,,20,18,24,,13
2863,,19,18,33,,22
2864,,16,17,31,,17
2865,,16,17,35,,18
2866,,17,16,29,,18
2867,,15,18,30,,22
2868,,16,19,30,,20
2869,,16,16,32,,20
2870,,12,17,27,,21
2871,,4,18,30,,21
2872,,5,20,35,,18
2873,,13,17,34,,17
2874,,14,18,20,,21
2875,,14,18,32,,21
2876,,14,14,33,,21
2877,,17,19,34,,20
2878,,18,16,33,,17
2879,,18,18,31,,21
2880,,18,19,34,,22
2881,,18,16,32,,18
2882,,18,19,31,,19
2883,,17,20,32,,21
2884,,18,17,19,,18
2885,,17,18,29,,15
2886,,16,17,33,,21
2887,,17,19,24,,19
2888,,18,15,31,,21
2889,,16,15,32,,19
2890,,19,17,31,,18
2891,,14,16,32,,17
2892,,17,18,36,,16
2893,,18,17,32,,18
2894,,17,18,29,,19
2895,,18,18,35,,20
2896,,16,21,25,,22
2897,,16,17,28,,21
2898,,18,16,28,,21
2899,,17,14,26,,19
2900,,12,20,30,,17
2901,,3,19,30,,20
2902,,10,12,24,,21
2903,,1,4,29,,17
2904,,12,15,32,,20
2905,,3,15,30,,22
2906,,18,17,35,,21
2907,,16,12,27,,20
2908,,17,20,34,,17
2909,,16,17,24,,19
2910,,17,17,31,,17
2911,,16,19,30,,20
2912,,17,16,21,,20
2913,,18,19,32,,21
2914,,18,19,30,,14
2915,,17,19,26,,23
2916,,18,17,28,,15
2917,,17,15,32,,18
2918,,16,21,32,,17
2919,,18,15,25,,19
2920,,17,18,37,,20
2921,,18,19,30,,21
2922,,14,18,36,,20
2923,,16,17,30,,22
2924,,18,17,30,,20
2925,,20,12,32,,20
2926,,16,18,35,,21
2927,,12,18,28,,19
2928,,1,17,32,,21
2929,,17,18,23,,20
2930,,18,17,34,,20
2931,,17,17,30,,18
2932,,15,17,27,,16
2933,,18,14,27,,18
2934,,16,15,29,,17
2935,,17,18,32,,19
2936,,14,16,31,,19
2937,,16,14,33,,18
2938,,16,12,29,,19
2939,,14,17,32,,21
2940,,14,18,32,,21
2941,,11,18,34,,17
2942,,18,15,29,,19
2943,,9,18,27,,17
2944,,8,15,28,,18
2945,,7,20,27,,17
2946,,11,16,24,,20
2947,,10,17,31,,14
2948,,6,18,28,,19
2949,,19,17,31,,18
2950,,17,17,33,,20
2951,,16,18,29,,23
2952,,17,15,33,,15
2953,,18,12,29,,18
2954,,19,6,32,,22
2955,,16,9,27,,21
2956,,16,9,28,,19
2957,,16,5,35,,19
2958,,16,8,30,,19
2959,,18,9,35,,21
2960,,18,9,33,,20
2961,,19,8,28,,17
2962,,16,5,29,,21
2963,,15,11,32,,21
2964,,12,17,26,,16
2965,,19,9,32,,19
2966,,18,6,24,,20
2967,,14,10,29,,18
2968,,18,6,35,,19
2969,,18,10,32,,17
2970,,18,19,25,,17
2971,,16,18,29,,16
2972,,18,16,28,,18
2973,,18,17,30,,17
2974,,12,13,29,,17
