,Anza,Carrizo,Cholame,Coachella,Garlock,Mojave
5293,,19,16,,,
5294,,18,15,,,
5295,,19,15,,,
5296,,17,17,,,
5297,,18,15,,,
5298,,18,21,,,
5299,,16,15,,,
5300,,17,18,,,
5301,,19,15,,,
5302,,17,18,,,
5303,,18,18,,,
5304,,19,15,,,
5305,,17,18,,,
5306,,18,15,,,
5307,,19,18,,,
5308,,18,12,,,
5309,,19,16,,,
5310,,19,14,,,
5311,,18,14,,,
5312,,0,18,,,
5313,,15,18,,,
5314,,18,17,,,
5315,,16,16,,,
5316,,17,18,,,
5317,,14,16,,,
5318,,17,17,,,
5319,,15,16,,,
5320,,16,14,,,
5321,,17,17,,,
5322,,17,17,,,
5323,,17,17,,,
5324,,16,23,,,
5325,,11,19,,,
5326,,18,18,,,
5327,,17,15,,,
5328,,14,21,,,
5329,,14,13,,,
5330,,7,13,,,
5331,,10,19,,,
5332,,8,15,,,
5333,,7,16,,,
5334,,11,18,,,
5335,,19,17,,,
5336,,16,17,,,
5337,,15,17,,,
5338,,2,18,,,
5339,,15,18,,,
5340,,17,16,,,
5341,,17,17,,,
5342,,17,18,,,
5343,,18,17,,,
5344,,17,17,,,
5345,,19,15,,,
5346,,9,17,,,
5347,,6,22,,,
5348,,14,13,,,
5349,,17,15,,,
5350,,17,16,,,
5351,,18,13,,,
5352,,18,17,,,
5353,,17,20,,,
5354,,18,19,,,
5355,,15,16,,,
5356,,18,17,,,
5357,,15,19,,,
5358,,17,18,,,
5359,,15,17,,,
5360,,18,20,,,
5361,,18,16,,,
5362,,16,18,,,
5363,,19,16,,,
5364,,16,21,,,
5365,,0,18,,,
5366,,17,16,,,
5367,,18,17,,,
5368,,19,18,,,
5369,,17,10,,,
5370,,18,7,,,
5371,,18,8,,,
5372,,16,9,,,
5373,,11,7,,,
5374,,8,11,,,
5375,,19,22,,,
5376,,19,15,,,
5377,,17,12,,,
5378,,20,3,,,
5379,,16,13,,,
5380,,15,14,,,
5381,,16,6,,,
5382,,15,9,,,
5383,,17,5,,,
5384,,21,7,,,
5385,,18,7,,,
5386,,17,10,,,
5387,,15,19,,,
5388,,14,12,,,
5389,,18,17,,,
5390,,18,15,,,
5391,,17,14,,,
5392,,19,17,,,
5393,,16,19,,,
5394,,18,16,,,
5395,,17,15,,,
5396,,15,18,,,
5397,,11,15,,,
5398,,10,22,,,
5399,,5,19,,,
5400,,9,18,,,
5401,,8,18,,,
5402,,7,19,,,
5403,,12,12,,,
5404,,17,5,,,
5405,,16,12,,,
5406,,11,20,,,
5407,,4,15,,,
5408,,13,14,,,
5409,,17,16,,,
5410,,14,17,,,
5411,,12,16,,,
5412,,6,16,,,
5413,,3,16,,,
5414,,15,18,,,
5415,,19,18,,,
5416,,15,17,,,
5417,,15,18,,,
5418,,18,16,,,
5419,,15,15,,,
5420,,14,18,,,
5421,,18,14,,,
5422,,14,15,,,
5423,,5,16,,,
5424,,16,17,,,
5425,,14,15,,,
5426,,17,10,,,
5427,,17,15,,,
5428,,18,18,,,
5429,,15,16,,,
5430,,17,17,,,
5431,,0,16,,,
5432,,14,17,,,
5433,,18,18,,,
5434,,17,19,,,
5435,,17,16,,,
5436,,17,17,,,
5437,,16,18,,,
5438,,19,15,,,
5439,,16,14,,,
5440,,15,18,,,
5441,,16,21,,,
5442,,17,16,,,
5443,,16,15,,,
5444,,13,18,,,
5445,,17,18,,,
5446,,19,15,,,
5447,,15,17,,,
5448,,16,17,,,
5449,,19,16,,,
5450,,18,16,,,
5451,,19,19,,,
5452,,17,18,,,
5453,,17,19,,,
5454,,17,16,,,
5455,,18,16,,,
5456,,20,16,,,
5457,,12,16,,,
5458,,5,17,,,
5459,,11,15,,,
5460,,8,13,,,
5461,,20,18,,,
5462,,18,17,,,
5463,,17,19,,,
5464,,18,14,,,
5465,,10,17,,,
5466,,5,16,,,
5467,,8,17,,,
5468,,8,19,,,
5469,,13,16,,,
5470,,17,16,,,
5471,,14,14,,,
5472,,18,21,,,
5473,,17,18,,,
5474,,16,16,,,
5475,,17,18,,,
5476,,17,19,,,
5477,,17,17,,,
5478,,15,19,,,
5479,,17,15,,,
5480,,18,19,,,
5481,,16,18,,,
5482,,16,18,,,
5483,,16,19,,,
5484,,16,19,,,
5485,,14,17,,,
5486,,17,17,,,
5487,,17,16,,,
5488,,16,19,,,
5489,,15,18,,,
5490,,14,17,,,
5491,,16,16,,,
5492,,16,17,,,
5493,,17,17,,,
5494,,18,18,,,
5495,,15,15,,,
5496,,17,17,,,
5497,,18,13,,,
5498,,18,18,,,
5499,,13,19,,,
5500,,20,13,,,
5501,,15,17,,,
5502,,18,12,,,
5503,,17,15,,,
5504,,19,17,,,
5505,,14,13,,,
5506,,18,13,,,
5507,,17,16,,,
5508,,13,17,,,
5509,,18,16,,,
5510,,17,13,,,
5511,,19,18,,,
5512,,20,15,,,
5513,,18,17,,,
5514,,17,14,,,
5515,,20,16,,,
5516,,19,19,,,
5517,,19,16,,,
5518,,17,16,,,
5519,,15,18,,,
5520,,18,17,,,
5521,,16,18,,,
5522,,18,19,,,
5523,,17,13,,,
5524,,1,17,,,
5525,,16,16,,,
5526,,16,19,,,
5527,,18,16,,,
5528,,18,16,,,
5529,,16,11,,,
5530,,15,16,,,
5531,,17,9,,,
5532,,16,7,,,
5533,,14,11,,,
5534,,13,17,,,
5535,,5,9,,,
5536,,17,8,,,
5537,,16,18,,,
5538,,17,15,,,
5539,,13,21,,,
5540,,4,14,,,
5541,,10,11,,,
5542,,8,18,,,
5543,,9,16,,,
5544,,6,16,,,
5545,,6,17,,,
5546,,11,16,,,
5547,,18,16,,,
5548,,18,18,,,
5549,,18,18,,,
5550,,14,18,,,
5551,,11,16,,,
5552,,20,17,,,
5553,,18,16,,,
5554,,19,17,,,
5555,,19,16,,,
5556,,19,14,,,
5557,,15,24,,,
5558,,19,14,,,
5559,,17,16,,,
5560,,16,19,,,
5561,,17,18,,,
5562,,15,14,,,
5563,,17,18,,,
5564,,18,18,,,
5565,,18,16,,,
5566,,14,15,,,
5567,,16,17,,,
5568,,20,16,,,
5569,,18,18,,,
5570,,17,18,,,
5571,,18,15,,,
5572,,19,17,,,
5573,,15,19,,,
5574,,17,18,,,
5575,,19,18,,,
5576,,18,18,,,
5577,,18,15,,,
5578,,18,14,,,
5579,,17,15,,,
5580,,19,17,,,
5581,,15,16,,,
5582,,17,10,,,
5583,,16,7,,,
5584,,15,10,,,
5585,,17,17,,,
5586,,17,16,,,
5587,,15,15,,,
5588,,17,12,,,
5589,,14,14,,,
5590,,16,16,,,
5591,,16,11,,,
5592,,19,12,,,
5593,,13,8,,,
5594,,3,7,,,
5595,,13,10,,,
5596,,18,8,,,
5597,,18,8,,,
5598,,16,13,,,
5599,,16,16,,,
5600,,18,18,,,
5601,,18,21,,,
5602,,17,20,,,
5603,,17,15,,,
5604,,18,18,,,
5605,,12,18,,,
5606,,7,10,,,
5607,,8,9,,,
5608,,11,15,,,
5609,,16,17,,,
5610,,18,16,,,
5611,,16,19,,,
5612,,15,17,,,
5613,,15,17,,,
5614,,16,17,,,
5615,,16,17,,,
5616,,21,17,,,
5617,,15,17,,,
5618,,18,14,,,
5619,,15,5,,,
5620,,18,13,,,
5621,,18,16,,,
5622,,15,18,,,
5623,,18,18,,,
5624,,15,14,,,
5625,,13,17,,,
5626,,17,16,,,
5627,,16,18,,,
5628,,13,18,,,
5629,,0,18,,,
5630,,14,16,,,
5631,,18,18,,,
5632,,18,18,,,
5633,,17,19,,,
5634,,16,13,,,
5635,,18,17,,,
5636,,16,19,,,
5637,,17,19,,,
5638,,16,17,,,
5639,,14,15,,,
5640,,17,18,,,
5641,,17,16,,,
5642,,17,20,,,
5643,,13,17,,,
5644,,9,17,,,
5645,,8,15,,,
5646,,10,15,,,
5647,,8,16,,,
5648,,9,20,,,
5649,,8,18,,,
5650,,6,13,,,
5651,,12,6,,,
5652,,18,10,,,
5653,,3,16,,,
5654,,13,17,,,
5655,,17,17,,,
5656,,17,17,,,
5657,,16,12,,,
5658,,18,16,,,
5659,,17,17,,,
5660,,17,11,,,
5661,,17,4,,,
5662,,18,10,,,
5663,,18,17,,,
5664,,16,17,,,
5665,,17,14,,,
5666,,18,18,,,
5667,,17,19,,,
5668,,17,14,,,
5669,,15,13,,,
5670,,17,15,,,
5671,,10,16,,,
5672,,11,18,,,
5673,,9,17,,,
5674,,3,20,,,
5675,,15,17,,,
5676,,16,15,,,
5677,,12,17,,,
5678,,3,18,,,
5679,,14,18,,,
5680,,20,17,,,
5681,,19,14,,,
5682,,16,19,,,
5683,,17,18,,,
5684,,19,17,,,
5685,,18,17,,,
5686,,17,16,,,
5687,,20,18,,,
5688,,16,17,,,
5689,,18,17,,,
5690,,16,18,,,
5691,,10,19,,,
5692,,10,21,,,
5693,,7,19,,,
5694,,10,18,,,
5695,,7,16,,,
5696,,8,10,,,
5697,,10,9,,,
5698,,17,8,,,
5699,,18,8,,,
5700,,16,8,,,
5701,,17,7,,,
5702,,17,8,,,
5703,,16,9,,,
5704,,15,17,,,
5705,,16,19,,,
5706,,13,15,,,
5707,,14,18,,,
5708,,16,15,,,
5709,,13,16,,,
5710,,18,14,,,
5711,,19,16,,,
5712,,12,19,,,
5713,,17,17,,,
5714,,15,19,,,
5715,,14,15,,,
5716,,17,11,,,
5717,,19,15,,,
5718,,16,10,,,
5719,,15,20,,,
5720,,5,17,,,
5721,,12,18,,,
5722,,15,16,,,
5723,,10,18,,,
5724,,11,19,,,
5725,,5,18,,,
5726,,13,15,,,
5727,,18,14,,,
5728,,18,19,,,
5729,,12,18,,,
5730,,6,17,,,
5731,,12,15,,,
5732,,18,19,,,
5733,,20,15,,,
5734,,15,19,,,
5735,,14,17,,,
5736,,16,17,,,
5737,,17,17,,,
5738,,16,19,,,
5739,,16,19,,,
5740,,16,16,,,
5741,,18,17,,,
5742,,18,18,,,
5743,,17,13,,,
5744,,18,2,,,
5745,,16,10,,,
5746,,15,19,,,
5747,,18,17,,,
5748,,14,16,,,
5749,,12,23,,,
5750,,19,17,,,
5751,,17,18,,,
5752,,15,14,,,
5753,,16,18,,,
5754,,19,13,,,
5755,,8,17,,,
5756,,6,15,,,
5757,,9,18,,,
5758,,2,17,,,
5759,,14,19,,,
5760,,16,19,,,
5761,,17,17,,,
5762,,18,13,,,
5763,,19,16,,,
5764,,16,18,,,
5765,,17,18,,,
5766,,8,16,,,
5767,,9,16,,,
5768,,7,16,,,
5769,,7,13,,,
5770,,8,15,,,
5771,,5,16,,,
5772,,10,17,,,
5773,,17,20,,,
5774,,11,18,,,
5775,,3,17,,,
5776,,12,17,,,
5777,,15,16,,,
5778,,18,18,,,
5779,,14,17,,,
5780,,19,14,,,
5781,,17,14,,,
5782,,17,19,,,
5783,,16,18,,,
5784,,16,19,,,
5785,,19,17,,,
5786,,18,16,,,
5787,,19,19,,,
5788,,16,13,,,
5789,,16,2,,,
5790,,16,11,,,
5791,,16,17,,,
5792,,17,14,,,
5793,,13,16,,,
5794,,1,17,,,
5795,,13,18,,,
5796,,18,18,,,
5797,,17,17,,,
5798,,19,18,,,
5799,,14,17,,,
5800,,18,17,,,
5801,,15,18,,,
5802,,17,17,,,
5803,,19,18,,,
5804,,16,17,,,
5805,,16,16,,,
5806,,10,18,,,
5807,,3,18,,,
5808,,12,16,,,
5809,,8,17,,,
5810,,6,17,,,
5811,,11,17,,,
5812,,16,19,,,
5813,,18,17,,,
5814,,19,16,,,
5815,,17,15,,,
5816,,19,16,,,
5817,,15,16,,,
5818,,19,18,,,
5819,,18,17,,,
5820,,18,17,,,
5821,,19,13,,,
5822,,19,13,,,
5823,,17,16,,,
5824,,17,16,,,
5825,,16,,,,
5826,,19,,,,
5827,,18,,,,
5828,,17,,,,
5829,,16,,,,
5830,,17,,,,
5831,,17,,,,
5832,,18,,,,
5833,,15,,,,
5834,,17,,,,
5835,,13,,,,
5836,,18,,,,
5837,,19,,,,
5838,,9,,,,
5839,,3,,,,
5840,,10,,,,
5841,,19,,,,
5842,,15,,,,
5843,,17,,,,
5844,,13,,,,
5845,,13,,,,
5846,,16,,,,
5847,,17,,,,
5848,,16,,,,
5849,,13,,,,
5850,,18,,,,
5851,,15,,,,
5852,,17,,,,
5853,,14,,,,
5854,,16,,,,
5855,,19,,,,
5856,,16,,,,
5857,,16,,,,
5858,,18,,,,
5859,,17,,,,
5860,,18,,,,
5861,,19,,,,
5862,,19,,,,
5863,,11,,,,
5864,,8,,,,
5865,,15,,,,
5866,,20,,,,
5867,,19,,,,
5868,,16,,,,
5869,,16,,,,
5870,,17,,,,
5871,,18,,,,
5872,,20,,,,
5873,,15,,,,
5874,,11,,,,
5875,,15,,,,
5876,,11,,,,
5877,,20,,,,
5878,,15,,,,
5879,,18,,,,
5880,,16,,,,
5881,,16,,,,
5882,,17,,,,
5883,,16,,,,
5884,,16,,,,
5885,,18,,,,
5886,,18,,,,
5887,,18,,,,
5888,,16,,,,
5889,,17,,,,
5890,,16,,,,
5891,,17,,,,
5892,,16,,,,
5893,,14,,,,
5894,,13,,,,
5895,,10,,,,
5896,,7,,,,
5897,,6,,,,
5898,,10,,,,
5899,,17,,,,
5900,,18,,,,
5901,,22,,,,
5902,,18,,,,
5903,,18,,,,
5904,,16,,,,
5905,,15,,,,
5906,,17,,,,
5907,,16,,,,
5908,,18,,,,
5909,,18,,,,
5910,,15,,,,
5911,,17,,,,
5912,,19,,,,
5913,,18,,,,
5914,,18,,,,
5915,,18,,,,
5916,,15,,,,
5917,,14,,,,
5918,,15,,,,
5919,,17,,,,
5920,,16,,,,
5921,,18,,,,
5922,,16,,,,
5923,,11,,,,
5924,,7,,,,
5925,,8,,,,
5926,,10,,,,
5927,,17,,,,
5928,,14,,,,
5929,,16,,,,
5930,,16,,,,
5931,,16,,,,
5932,,18,,,,
5933,,17,,,,
5934,,13,,,,
5935,,6,,,,
5936,,9,,,,
5937,,9,,,,
5938,,8,,,,
5939,,10,,,,
5940,,10,,,,
5941,,9,,,,
5942,,10,,,,
5943,,15,,,,
5944,,12,,,,
5945,,18,,,,
5946,,16,,,,
5947,,16,,,,
5948,,16,,,,
5949,,15,,,,
5950,,16,,,,
5951,,13,,,,
5952,,17,,,,
5953,,17,,,,
5954,,17,,,,
5955,,17,,,,
5956,,17,,,,
5957,,17,,,,
5958,,14,,,,
5959,,19,,,,
5960,,16,,,,
5961,,18,,,,
5962,,18,,,,
5963,,14,,,,
5964,,17,,,,
5965,,16,,,,
5966,,18,,,,
5967,,18,,,,
5968,,18,,,,
5969,,16,,,,
5970,,18,,,,
5971,,18,,,,
5972,,19,,,,
5973,,13,,,,
5974,,17,,,,
5975,,19,,,,
5976,,19,,,,
5977,,17,,,,
5978,,15,,,,
5979,,18,,,,
5980,,16,,,,
5981,,20,,,,
5982,,17,,,,
5983,,17,,,,
5984,,15,,,,
5985,,15,,,,
5986,,16,,,,
5987,,20,,,,
5988,,12,,,,
5989,,5,,,,
5990,,13,,,,
5991,,17,,,,
5992,,16,,,,
5993,,17,,,,
5994,,17,,,,
5995,,17,,,,
5996,,12,,,,
5997,,16,,,,
5998,,17,,,,
5999,,16,,,,
6000,,19,,,,
6001,,20,,,,
6002,,15,,,,
6003,,14,,,,
6004,,15,,,,
6005,,11,,,,
6006,,15,,,,
6007,,13,,,,
6008,,15,,,,
6009,,16,,,,
6010,,18,,,,
6011,,17,,,,
6012,,20,,,,
6013,,17,,,,
6014,,15,,,,
6015,,17,,,,
6016,,18,,,,
6017,,18,,,,
6018,,17,,,,
6019,,14,,,,
6020,,19,,,,
6021,,18,,,,
6022,,17,,,,
6023,,17,,,,
6024,,16,,,,
6025,,18,,,,
6026,,17,,,,
6027,,17,,,,
6028,,18,,,,
6029,,11,,,,
6030,,7,,,,
6031,,11,,,,
6032,,9,,,,
6033,,10,,,,
6034,,8,,,,
6035,,10,,,,
6036,,17,,,,
6037,,17,,,,
6038,,18,,,,
6039,,17,,,,
6040,,16,,,,
6041,,16,,,,
6042,,13,,,,
6043,,16,,,,
6044,,15,,,,
6045,,18,,,,
6046,,13,,,,
6047,,18,,,,
6048,,14,,,,
6049,,8,,,,
6050,,7,,,,
6051,,10,,,,
6052,,19,,,,
6053,,14,,,,
6054,,11,,,,
6055,,15,,,,
6056,,15,,,,
6057,,11,,,,
6058,,0,,,,
6059,,9,,,,
6060,,20,,,,
6061,,17,,,,
6062,,18,,,,
6063,,16,,,,
6064,,18,,,,
6065,,19,,,,
6066,,18,,,,
6067,,15,,,,
6068,,14,,,,
6069,,19,,,,
6070,,18,,,,
6071,,17,,,,
6072,,15,,,,
6073,,19,,,,
6074,,15,,,,
6075,,19,,,,
6076,,17,,,,
6077,,17,,,,
6078,,14,,,,
6079,,15,,,,
6080,,13,,,,
6081,,12,,,,
6082,,16,,,,
6083,,17,,,,
6084,,18,,,,
6085,,16,,,,
6086,,17,,,,
6087,,12,,,,
6088,,4,,,,
6089,,12,,,,
6090,,7,,,,
6091,,8,,,,
6092,,8,,,,
6093,,14,,,,
6094,,17,,,,
6095,,18,,,,
6096,,14,,,,
6097,,14,,,,
6098,,17,,,,
6099,,17,,,,
6100,,15,,,,
6101,,18,,,,
6102,,17,,,,
6103,,12,,,,
6104,,18,,,,
6105,,15,,,,
6106,,5,,,,
6107,,3,,,,
6108,,13,,,,
6109,,16,,,,
6110,,18,,,,
6111,,18,,,,
6112,,16,,,,
6113,,16,,,,
6114,,16,,,,
6115,,13,,,,
6116,,15,,,,
6117,,16,,,,
6118,,17,,,,
6119,,20,,,,
6120,,18,,,,
6121,,17,,,,
6122,,17,,,,
6123,,16,,,,
6124,,18,,,,
6125,,17,,,,
6126,,11,,,,
6127,,2,,,,
6128,,14,,,,
6129,,19,,,,
6130,,18,,,,
6131,,19,,,,
6132,,17,,,,
6133,,16,,,,
6134,,13,,,,
6135,,19,,,,
6136,,14,,,,
6137,,17,,,,
6138,,14,,,,
6139,,16,,,,
6140,,17,,,,
6141,,18,,,,
6142,,18,,,,
6143,,17,,,,
6144,,18,,,,
6145,,17,,,,
6146,,17,,,,
6147,,18,,,,
6148,,17,,,,
6149,,18,,,,
6150,,17,,,,
6151,,16,,,,
6152,,18,,,,
6153,,18,,,,
6154,,16,,,,
6155,,17,,,,
6156,,17,,,,
6157,,17,,,,
6158,,19,,,,
6159,,17,,,,
6160,,16,,,,
6161,,15,,,,
6162,,16,,,,
6163,,16,,,,
6164,,18,,,,
6165,,17,,,,
6166,,17,,,,
6167,,13,,,,
6168,,13,,,,
6169,,16,,,,
6170,,16,,,,
6171,,9,,,,
