,San Andreas (Carrizo) rev,San Andreas (Cholame) rev,San Andreas (Mojave S),San Andreas (Coachella) rev,San Jacinto (Anza) rev,Garlock (West),San Andreas (Carrizo) rev,San Andreas (Cholame) rev,San Andreas (Mojave S),San Andreas (Coachella) rev,San Jacinto (Anza) rev,Garlock (West)
1556,0,0,0,0,0,0,1,1,0,1,0,0
1557,1,1,0,0,1,0,0,0,0,0,0,1
1558,0,0,1,0,0,1,1,1,0,1,0,0
1559,1,1,1,0,0,0,0,0,0,0,0,0
1560,0,0,0,0,0,0,0,1,0,0,0,0
1561,0,0,1,1,0,0,0,0,0,0,0,0
1562,1,1,1,0,0,0,0,0,0,0,0,0
1563,0,0,0,1,0,1,0,0,0,0,1,0
1564,2,1,1,0,1,1,0,0,0,0,0,0
1565,0,0,0,0,0,0,0,0,0,0,0,0
1566,1,1,0,0,0,0,0,0,0,0,0,0
1567,1,0,1,1,0,0,1,1,0,0,0,0
1568,1,1,1,0,1,0,0,0,0,0,0,0
1569,0,0,1,0,0,0,0,0,0,0,0,0
1570,1,1,1,0,0,0,0,0,0,0,0,0
1571,0,0,0,0,0,0,1,1,1,0,0,0
1572,0,0,1,0,1,0,1,1,0,0,0,0
1573,0,0,1,0,0,0,0,0,0,1,0,0
1574,1,1,0,0,1,0,0,0,1,0,0,0
1575,0,0,0,0,1,0,1,1,0,0,0,0
1576,1,1,0,0,0,0,0,1,0,0,0,0
1577,0,0,0,0,0,0,0,0,0,0,0,0
1578,0,0,0,0,0,0,0,0,1,0,1,0
1579,1,1,0,0,0,0,0,0,0,0,0,0
1580,0,0,0,1,0,0,0,0,1,0,0,0
1581,0,0,1,1,0,0,1,1,0,0,0,0
1582,1,1,0,1,1,0,0,0,0,0,0,0
1583,1,1,0,0,1,1,0,0,0,0,0,0
1584,1,1,1,1,1,0,0,0,0,0,0,0
1585,1,1,1,0,0,0,0,0,0,0,1,0
1586,1,0,0,1,0,0,0,0,0,0,0,0
1587,1,1,0,0,0,0,0,0,1,1,0,0
1588,2,1,0,0,0,0,0,0,1,0,0,1
1589,1,1,1,0,1,0,0,0,1,0,0,0
1590,1,1,1,0,0,0,0,0,0,0,0,0
1591,1,1,0,1,1,0,0,0,0,0,0,0
1592,1,1,1,1,0,0,0,0,0,0,0,0
1593,1,1,1,1,1,0,0,0,0,0,0,0
1594,0,0,0,0,0,0,0,0,0,0,0,0
1595,1,1,1,1,0,0,0,0,0,0,0,0
1596,0,0,0,1,0,0,0,0,0,0,0,0
1597,0,1,0,0,1,1,1,0,1,1,0,0
1598,0,0,0,0,0,1,1,1,0,0,0,0
1599,1,1,1,0,0,0,0,0,0,0,0,0
1600,0,0,0,0,0,0,1,1,1,0,0,0
1601,1,1,1,0,1,0,0,0,0,0,0,0
1602,1,1,1,1,0,1,0,0,0,0,0,0
1603,0,0,0,0,0,0,1,1,0,1,0,0
1604,0,0,0,0,0,0,1,1,1,0,0,0
1605,1,1,1,0,1,0,0,0,0,0,0,0
1606,1,1,0,0,0,0,0,0,0,0,1,0
1607,0,0,0,0,0,0,0,0,0,1,0,0
1608,1,1,1,0,0,0,0,0,0,1,0,0
1609,1,1,1,0,0,0,0,0,0,0,0,0
1610,1,1,1,0,1,0,0,0,0,0,0,0
1611,1,0,1,1,0,0,1,1,0,0,0,0
1612,1,1,0,0,1,0,0,0,0,0,0,0
1613,0,0,0,1,0,0,0,0,0,0,0,0
1614,0,0,1,0,1,1,1,1,0,0,0,0
1615,1,1,1,1,0,1,0,0,0,0,0,0
1616,0,0,0,0,1,0,0,0,0,0,0,0
1617,1,1,0,0,1,0,0,0,1,0,0,0
1618,1,1,1,0,0,0,0,0,0,0,1,0
1619,1,1,1,0,0,1,0,0,0,0,0,0
1620,0,0,0,0,1,0,0,0,0,0,0,0
1621,1,1,1,0,1,0,0,0,0,0,0,0
1622,0,0,0,0,1,1,1,1,0,0,0,0
1623,1,1,1,0,1,0,0,0,0,0,0,0
1624,1,1,1,0,0,0,0,0,0,1,0,0
1625,0,0,1,0,0,0,0,0,0,0,0,0
1626,1,1,1,1,0,0,0,0,0,0,0,1
1627,0,0,1,1,0,0,1,1,0,0,1,0
1628,1,1,0,0,0,0,1,0,1,0,0,0
1629,1,0,1,0,0,0,0,0,0,0,0,0
1630,1,1,0,1,0,0,0,0,0,0,0,0
1631,0,0,1,0,0,0,0,0,0,0,0,0
1632,1,1,0,0,0,0,0,0,0,0,0,0
1633,1,1,1,0,0,0,0,0,0,1,0,0
1634,0,1,0,0,1,0,1,1,1,0,0,1
1635,0,0,1,0,1,0,0,0,0,0,0,0
1636,0,0,0,0,0,0,0,0,0,0,0,0
1637,1,0,1,0,0,0,0,1,0,0,0,0
1638,0,1,0,0,0,0,1,0,0,0,0,0
1639,1,1,1,0,0,0,0,0,0,0,0,0
1640,0,0,0,0,1,0,0,0,0,0,0,0
1641,0,0,1,0,0,1,1,1,0,0,0,0
1642,1,1,1,0,0,1,0,0,0,0,0,0
1643,0,0,1,0,0,1,0,0,0,0,0,0
1644,1,1,0,0,1,0,0,0,1,0,0,1
1645,1,1,1,0,1,0,0,0,0,0,0,0
1646,0,0,0,0,1,0,0,0,0,1,0,0
1647,1,1,1,0,0,0,0,0,0,0,0,0
1648,1,1,0,0,0,0,0,0,0,0,0,0
1649,0,0,0,0,1,1,1,1,1,1,0,0
1650,0,0,0,1,0,0,0,0,0,0,0,0
1651,1,1,0,1,0,1,0,0,1,0,0,0
1652,1,1,0,0,0,0,0,0,1,0,0,0
1653,1,1,0,0,0,0,0,0,1,1,0,0
1654,0,0,0,1,0,0,0,0,0,0,0,0
1655,1,1,0,0,0,0,0,0,0,0,0,0
1656,2,1,0,0,0,0,0,0,0,0,0,0
1657,1,1,1,1,0,0,0,0,0,0,0,0
1658,1,0,0,1,1,0,0,0,0,0,0,0
1659,1,1,1,1,0,0,0,0,0,0,0,0
1660,0,0,0,0,1,0,1,1,1,0,0,0
1661,1,1,1,1,0,0,0,0,0,0,0,0
1662,0,0,1,0,1,1,1,1,0,0,0,0
1663,0,1,1,1,0,0,1,1,0,0,0,0
1664,1,1,1,0,0,0,0,0,0,0,0,0
1665,0,0,0,1,0,0,1,1,0,0,0,0
1666,0,0,0,1,0,0,1,1,1,0,0,0
1667,0,0,0,1,0,0,0,0,0,0,0,0
1668,1,1,0,0,0,0,0,0,0,0,0,0
1669,1,1,1,0,0,1,0,0,0,1,0,0
1670,1,1,0,0,0,0,0,0,0,0,0,0
1671,1,0,0,0,0,0,0,0,1,0,1,1
1672,0,0,0,1,0,0,1,1,0,0,0,0
1673,0,0,0,1,0,0,0,0,0,0,1,0
1674,0,0,1,0,0,0,0,0,0,0,0,0
1675,1,1,0,1,0,0,0,0,1,0,1,0
1676,0,0,1,0,1,1,0,0,0,0,0,0
1677,1,1,1,0,0,1,0,0,0,0,0,0
1678,0,1,1,0,1,1,0,0,0,0,0,0
1679,1,1,1,0,0,0,0,0,0,0,0,0
1680,0,0,0,1,0,0,1,1,1,0,0,0
1681,1,1,1,1,0,0,0,0,0,0,0,0
1682,1,1,1,0,0,0,0,0,0,0,0,0
1683,0,0,0,0,0,1,0,0,0,0,0,0
1684,0,0,1,0,1,0,0,0,0,0,0,0
1685,1,1,0,1,0,0,0,0,0,0,0,0
1686,1,1,0,0,0,0,0,0,0,0,0,0
1687,0,0,0,0,0,0,0,0,0,0,0,0
1688,0,0,1,0,0,0,1,1,0,0,1,0
1689,0,0,1,1,1,0,1,1,0,0,0,0
1690,1,1,0,0,0,0,0,0,0,0,0,0
1691,0,0,1,1,0,1,1,1,0,0,0,0
1692,1,1,0,0,1,0,0,0,0,0,0,0
1693,0,0,1,0,1,0,0,0,0,0,0,0
1694,1,1,1,0,0,0,0,0,0,0,0,0
1695,1,2,1,0,0,0,0,0,0,0,0,0
1696,1,1,0,1,1,0,0,0,0,0,0,0
1697,1,1,1,0,0,0,0,0,0,0,0,0
1698,1,1,0,0,0,0,0,0,0,0,0,0
1699,0,0,1,0,0,0,0,0,0,0,1,0
1700,1,1,1,0,0,0,0,0,0,0,0,0
1701,0,0,0,0,0,0,0,0,0,0,0,0
1702,0,1,1,0,1,0,0,0,0,0,0,0
1703,0,0,0,1,0,0,1,1,1,0,1,0
1704,0,1,0,1,0,0,0,0,0,0,0,0
1705,1,1,1,0,0,0,0,0,0,0,0,0
1706,1,1,0,0,0,0,0,0,0,0,1,0
1707,1,1,0,0,0,0,0,1,0,1,0,0
1708,1,0,1,0,0,1,1,1,0,0,0,0
1709,0,0,1,0,0,1,0,0,0,0,0,0
1710,1,1,0,1,0,0,0,0,0,0,0,0
1711,0,0,0,0,0,0,0,0,0,0,0,0
1712,1,1,0,0,1,0,0,0,0,0,0,0
1713,0,1,0,0,0,0,0,0,0,0,0,0
1714,0,1,0,0,1,0,0,0,0,0,0,0
1715,1,1,1,0,1,0,0,0,0,0,0,0
1716,1,1,1,0,1,1,0,0,0,0,0,0
1717,1,1,1,1,0,0,0,0,0,0,0,0
1718,0,0,0,1,0,0,1,1,0,0,0,0
1719,0,0,0,0,0,0,0,0,0,0,1,0
1720,1,1,0,0,0,0,0,0,0,0,0,1
1721,1,1,1,1,0,1,0,0,0,0,0,0
1722,0,1,0,1,0,1,0,0,0,0,0,0
1723,1,1,1,0,0,0,0,0,0,0,0,0
1724,1,1,1,0,0,0,0,0,0,1,0,0
1725,1,1,0,1,0,0,0,0,0,0,0,0
1726,0,0,1,1,0,0,0,0,0,0,0,0
1727,0,0,1,0,0,1,1,1,0,0,0,0
1728,1,1,1,1,1,1,0,0,0,0,0,0
1729,1,1,0,0,0,0,0,0,0,0,0,0
1730,1,1,0,0,0,0,1,0,1,0,0,0
1731,0,0,0,0,0,0,0,0,0,0,1,0
1732,1,1,1,0,0,0,0,0,0,0,0,0
1733,1,1,0,1,0,0,0,0,0,0,0,0
1734,1,1,1,0,1,0,0,0,0,0,0,0
1735,0,0,0,1,0,0,1,1,1,0,0,0
1736,1,1,1,0,1,0,0,0,0,0,0,0
1737,0,0,0,0,0,1,0,0,0,0,0,0
1738,0,0,0,0,0,0,1,1,0,0,0,1
1739,1,1,1,1,0,0,0,0,0,0,0,0
1740,0,0,1,1,0,0,0,0,0,0,0,0
1741,0,0,0,0,0,0,1,1,0,0,0,0
1742,1,1,0,1,0,0,0,0,0,0,0,0
1743,0,0,1,0,0,0,1,1,0,0,0,0
1744,0,0,1,1,0,0,1,1,0,0,0,0
1745,1,1,0,1,0,0,0,0,0,0,0,0
1746,1,1,1,1,0,0,0,0,0,0,0,0
1747,1,0,0,0,0,0,0,0,0,0,0,0
1748,1,0,0,0,0,0,0,0,0,0,0,0
1749,1,1,1,0,0,1,0,0,0,0,0,0
1750,1,1,1,0,0,0,0,0,0,1,0,0
1751,1,1,1,0,0,0,0,0,0,0,0,0
1752,0,0,1,1,1,0,1,1,0,0,0,0
1753,0,0,0,0,0,1,1,1,1,0,0,0
1754,0,0,1,0,1,1,0,0,0,1,0,0
1755,1,0,0,1,0,0,0,0,0,0,0,0
1756,1,1,1,0,1,0,0,0,0,0,0,0
1757,0,0,0,1,0,0,1,1,0,0,0,0
1758,0,0,1,0,0,0,1,1,0,0,0,0
1759,0,0,1,1,1,0,0,0,0,0,0,0
1760,1,1,1,0,0,0,0,0,0,0,0,0
1761,1,1,1,1,0,0,0,0,0,0,0,0
1762,1,0,1,0,1,1,0,0,0,0,0,0
1763,0,0,0,0,1,0,1,1,0,0,0,0
1764,0,0,0,0,0,0,0,0,0,0,0,1
1765,0,1,0,1,0,0,1,0,0,0,0,0
1766,1,1,0,1,0,0,0,0,0,0,0,0
1767,0,0,0,1,1,0,0,0,0,0,0,0
1768,0,0,0,0,0,0,1,1,0,1,0,0
1769,0,0,0,0,0,0,1,1,1,0,0,0
1770,0,0,0,0,0,0,0,0,1,0,0,0
1771,0,0,1,0,1,0,0,0,0,0,0,0
1772,1,1,0,1,1,1,1,0,1,0,0,0
1773,0,1,0,0,1,0,0,0,0,0,0,0
1774,1,1,0,0,1,0,0,0,0,0,0,0
1775,0,0,0,0,1,0,1,1,1,0,0,0
1776,0,1,1,0,0,0,0,0,1,0,1,0
1777,1,1,0,0,0,0,0,0,0,1,0,0
1778,0,0,0,0,0,0,1,1,1,1,0,0
1779,1,1,0,1,1,0,0,0,0,0,0,1
1780,1,1,0,1,0,0,0,0,1,0,0,0
1781,2,1,1,0,1,1,0,0,0,1,0,0
1782,1,1,1,1,0,0,0,0,0,0,0,0
1783,2,1,1,0,0,1,0,0,0,0,0,0
1784,0,0,0,0,1,0,1,1,1,0,0,0
1785,1,1,1,0,0,1,0,0,0,0,0,0
1786,0,0,1,0,1,0,1,1,0,0,0,0
1787,1,1,0,0,1,0,0,0,0,0,0,0
1788,1,1,1,0,1,0,0,0,0,1,0,0
1789,1,1,0,0,0,1,0,0,0,1,0,0
1790,0,0,1,1,0,0,1,1,0,0,0,0
1791,0,1,0,0,0,0,0,0,0,0,0,0
1792,0,0,0,0,0,0,0,0,0,0,0,0
1793,1,1,1,1,0,0,0,0,0,0,1,0
1794,0,0,0,0,0,0,0,0,0,0,0,0
1795,1,1,0,0,0,0,0,0,0,0,0,0
1796,0,0,0,0,0,0,1,1,1,0,0,1
1797,1,1,1,1,0,1,0,0,0,0,1,0
1798,1,1,1,0,0,0,0,0,0,0,0,0
1799,1,0,1,0,0,0,0,0,0,0,0,0
1800,1,1,0,0,1,0,0,0,0,0,0,0
1801,1,1,0,0,1,0,0,0,0,0,0,0
1802,0,0,0,1,0,0,1,1,0,0,0,0
1803,1,1,0,0,0,0,0,0,0,0,1,0
1804,1,1,1,0,1,1,0,0,0,0,0,0
1805,1,1,0,0,1,0,0,0,1,0,0,0
1806,0,0,0,0,0,1,0,0,0,0,0,0
1807,1,1,1,1,0,1,0,0,0,0,0,0
1808,0,0,1,0,0,0,0,0,0,0,0,0
1809,1,1,1,0,0,0,0,0,0,0,0,0
1810,1,0,1,1,0,0,0,0,0,0,0,0
1811,1,1,1,0,0,0,0,0,0,0,0,0
1812,1,1,1,1,0,0,0,0,0,0,0,0
1813,1,1,0,1,0,0,0,0,1,0,0,0
1814,1,1,0,1,0,0,0,0,1,0,0,0
1815,0,0,1,1,0,0,1,1,0,0,0,0
1816,1,1,0,1,1,0,0,0,1,0,0,1
1817,0,0,0,0,0,0,1,1,0,0,0,0
1818,1,0,0,1,0,0,0,0,0,0,0,0
1819,0,0,0,1,0,0,1,1,1,0,1,0
1820,2,1,1,0,0,0,0,0,0,1,0,0
1821,0,0,0,0,0,0,0,0,0,1,0,0
1822,1,1,0,1,0,0,0,0,1,0,1,0
1823,1,1,1,0,0,0,0,0,0,1,0,0
1824,1,1,1,0,0,0,0,0,0,0,0,0
1825,1,1,1,0,0,0,0,0,0,0,1,0
1826,1,1,0,1,1,0,1,0,1,0,0,0
1827,0,0,0,0,1,0,0,0,0,0,0,0
1828,1,1,1,0,1,0,0,0,0,0,0,1
1829,1,1,0,0,0,0,0,0,0,0,0,0
1830,1,1,1,0,0,0,0,0,0,0,1,0
1831,1,1,1,0,1,0,0,0,0,0,0,0
1832,1,1,0,1,0,1,0,0,0,0,0,0
1833,1,1,1,0,0,0,0,0,0,0,1,0
1834,1,1,1,1,0,1,0,0,0,0,0,0
1835,0,0,0,0,0,1,1,1,0,1,0,0
1836,1,1,1,0,1,0,0,0,0,0,0,0
1837,1,1,1,1,0,0,0,0,0,0,0,0
1838,0,0,0,0,0,0,0,0,0,0,0,0
1839,1,1,0,0,1,0,0,0,0,0,0,0
1840,1,1,1,0,0,1,0,0,0,0,0,0
1841,1,1,1,0,0,0,0,0,0,0,0,0
1842,1,2,1,0,0,0,0,0,0,0,1,0
1843,1,1,0,0,0,0,0,0,0,0,0,1
1844,1,1,1,0,0,0,0,0,0,0,0,0
1845,1,1,1,1,0,0,0,0,0,0,0,0
1846,1,1,0,0,0,0,0,0,0,0,0,0
1847,1,1,0,0,0,0,0,0,0,0,0,1
1848,0,0,1,0,0,0,0,0,0,1,0,0
1849,1,1,1,0,0,0,0,0,0,0,0,0
1850,0,0,0,0,0,1,0,0,0,0,0,0
1851,1,1,0,0,1,0,0,0,0,0,0,0
1852,1,1,0,0,1,0,0,0,0,0,0,0
1853,0,0,1,1,0,0,1,1,0,0,0,0
1854,1,1,1,0,0,0,0,0,0,0,1,0
1855,1,1,1,1,0,0,0,0,0,0,0,0
1856,1,1,0,0,0,0,0,0,0,0,1,0
1857,1,0,0,0,1,0,0,0,0,0,0,0
1858,1,1,0,1,1,0,0,0,0,0,0,0
1859,0,0,0,0,1,0,1,1,1,0,0,0
1860,0,1,0,1,0,1,0,0,0,0,0,0
1861,0,0,0,0,0,0,0,0,0,0,0,0
1862,0,0,0,0,0,0,0,0,0,0,0,0
1863,1,1,1,0,1,1,0,0,0,0,0,0
1864,0,0,0,0,0,0,1,1,0,0,0,0
1865,0,0,1,1,0,0,0,0,0,0,0,0
1866,0,0,1,1,0,0,0,0,0,0,0,0
1867,0,0,0,1,1,0,0,0,0,0,0,0
1868,2,1,1,0,0,0,0,0,0,0,1,0
1869,1,0,0,0,0,0,0,1,1,1,0,0
1870,0,0,1,0,0,0,1,1,0,0,0,0
1871,1,1,1,0,0,1,0,0,0,0,0,0
1872,0,1,0,0,0,0,0,0,0,0,0,0
1873,1,1,1,1,0,1,0,0,0,0,0,0
1874,1,1,1,1,0,0,0,0,0,0,0,0
1875,1,1,0,0,0,0,0,0,0,0,0,0
1876,0,1,1,0,1,1,0,0,0,0,0,0
1877,1,1,0,0,0,0,0,0,0,0,0,0
1878,2,1,1,0,1,1,0,0,0,0,0,0
1879,1,1,0,1,0,0,0,0,0,0,0,0
1880,1,1,1,0,0,1,0,0,0,0,0,0
1881,1,1,0,0,1,0,0,0,1,0,0,0
1882,1,1,1,0,0,0,0,0,0,1,0,0
1883,1,1,1,0,0,0,0,0,0,0,0,0
1884,1,1,1,1,1,0,0,0,0,0,0,0
1885,1,1,0,1,0,0,0,0,0,0,1,0
1886,0,0,1,0,1,1,0,0,0,0,0,0
1887,1,1,1,0,0,0,0,0,0,0,0,0
1888,0,0,0,0,0,0,0,0,0,0,0,0
1889,1,0,0,0,0,0,0,1,0,0,0,0
1890,0,0,1,0,0,0,0,0,0,0,0,0
1891,1,1,1,0,0,0,1,0,0,0,0,1
1892,1,1,1,0,1,0,1,0,0,0,0,0
1893,1,1,1,1,1,0,0,0,0,0,0,0
1894,1,1,1,1,1,1,0,0,0,0,0,0
1895,0,1,0,0,0,0,0,0,0,0,0,0
1896,1,1,1,1,1,0,0,0,0,0,0,0
1897,0,0,1,0,0,0,1,1,0,0,0,0
1898,1,1,1,0,0,0,0,0,0,0,1,0
1899,0,0,1,1,0,0,0,0,0,0,0,0
1900,0,0,0,0,1,0,0,0,0,1,0,0
1901,1,1,1,0,0,0,0,0,0,0,0,0
1902,0,0,1,0,0,0,0,0,0,0,0,0
1903,1,0,1,0,0,0,0,0,0,0,0,0
1904,1,0,1,0,0,1,0,0,0,0,0,0
1905,0,0,0,1,0,0,1,1,1,0,0,1
1906,0,1,0,0,0,0,1,0,0,0,0,0
1907,1,1,1,0,0,0,0,0,0,1,0,0
1908,1,1,1,1,0,0,0,0,0,0,0,0
1909,0,0,1,0,0,0,1,1,0,0,0,1
1910,0,0,1,0,1,0,1,1,0,0,0,0
1911,1,0,1,0,0,0,0,0,0,0,0,0
1912,0,0,0,1,0,0,1,1,0,0,1,0
1913,0,1,0,0,1,0,0,0,0,0,0,0
1914,2,1,1,1,1,0,0,0,0,0,0,0
1915,1,1,0,0,0,1,0,0,0,0,0,0
1916,2,1,0,0,1,0,0,0,0,0,0,0
1917,1,1,0,1,0,0,0,0,0,0,0,0
1918,1,1,1,1,0,0,0,0,0,0,1,0
1919,1,1,1,0,0,0,0,0,0,0,0,0
1920,0,0,0,1,1,0,1,1,1,0,0,0
1921,1,0,0,1,0,0,1,1,0,0,0,0
1922,1,1,0,0,0,0,0,0,0,0,1,0
1923,0,0,0,0,1,1,1,1,1,1,0,0
1924,1,0,0,0,0,0,0,0,1,0,1,1
1925,0,0,0,0,0,0,1,1,0,0,0,0
1926,1,1,0,0,1,0,0,0,0,0,0,0
1927,1,1,0,1,0,0,0,0,0,0,0,0
1928,0,0,0,1,0,0,1,1,0,0,0,0
1929,0,0,0,0,0,0,1,1,0,0,0,0
1930,1,1,0,1,1,0,0,0,0,0,0,0
1931,0,0,0,1,0,0,1,1,1,0,0,0
1932,0,0,1,0,1,0,0,0,0,1,0,0
1933,0,0,0,1,0,0,0,0,0,0,0,0
1934,1,1,1,1,0,0,0,0,0,0,0,0
1935,0,0,1,0,0,0,0,0,0,0,0,0
1936,1,1,1,0,0,0,0,0,0,0,0,0
1937,0,0,0,0,0,0,0,0,0,1,0,0
1938,0,1,1,1,0,0,0,0,0,0,0,0
1939,0,0,0,1,1,0,0,0,0,0,0,0
1940,1,1,1,1,0,0,0,0,0,0,0,0
1941,1,1,1,0,0,0,0,0,0,1,0,0
1942,0,0,1,0,1,0,0,0,0,0,0,0
1943,1,1,1,0,0,1,0,0,0,0,0,0
1944,0,0,1,0,0,0,1,1,0,0,0,0
1945,0,0,0,1,0,1,0,0,1,0,0,0
1946,1,1,0,0,1,0,0,0,1,0,0,0
1947,0,0,0,1,0,0,1,1,0,0,0,0
1948,1,0,0,1,0,0,0,0,0,0,0,1
1949,1,0,1,0,0,0,0,0,0,0,0,1
1950,1,1,1,0,1,0,0,0,0,0,0,0
1951,2,1,1,1,0,0,0,0,0,0,0,0
1952,0,0,0,1,1,0,0,0,0,0,0,0
1953,0,0,0,0,0,0,1,1,1,0,1,0
1954,1,1,0,0,1,0,0,0,1,0,0,0
1955,0,0,0,0,1,0,0,0,0,0,0,0
1956,0,0,0,1,0,0,0,0,0,0,0,0
1957,1,1,1,0,0,0,0,0,0,1,0,0
1958,0,0,1,1,0,0,1,1,0,0,0,0
1959,1,1,0,0,0,0,0,0,0,0,0,0
1960,1,1,0,1,0,0,0,0,0,0,0,0
1961,0,0,0,0,0,0,1,1,0,0,0,0
1962,1,0,1,1,0,0,0,0,0,0,0,0
1963,0,0,0,1,0,0,1,1,0,0,1,0
1964,0,0,0,1,1,0,1,1,0,0,0,0
1965,1,1,0,1,1,0,0,0,0,0,0,0
1966,0,0,1,0,0,0,0,0,0,0,0,0
1967,1,1,1,0,1,1,0,0,0,0,0,0
1968,1,1,1,0,0,0,0,0,0,0,0,0
1969,1,1,0,1,0,0,0,0,0,0,0,0
1970,0,0,1,0,0,0,0,0,0,0,0,0
1971,0,0,0,0,1,1,0,0,1,0,0,0
1972,1,1,0,0,0,0,1,0,1,0,0,0
1973,1,1,1,0,0,1,0,0,0,1,0,0
1974,1,1,0,1,0,0,0,0,0,0,0,0
1975,0,0,0,0,0,0,0,0,0,0,0,0
1976,1,1,1,0,0,1,0,0,0,0,0,0
1977,1,1,0,0,0,0,0,0,1,0,0,0
1978,1,1,0,1,0,0,0,0,0,0,0,0
1979,1,1,1,1,0,0,0,0,0,0,0,0
1980,0,1,0,1,0,0,0,0,0,0,0,0
1981,1,1,1,0,0,1,0,0,0,0,0,0
1982,1,1,1,0,0,1,0,0,0,0,0,0
1983,0,0,0,1,0,0,0,0,0,0,1,0
1984,1,1,0,1,1,1,0,0,0,0,0,0
1985,0,0,0,0,0,0,1,1,1,0,1,0
1986,1,1,1,1,0,0,0,0,0,0,0,0
1987,1,1,1,0,1,1,0,0,0,0,0,0
1988,0,0,0,0,0,0,1,1,1,0,0,0
1989,1,0,1,0,0,0,0,0,0,0,0,0
1990,1,1,0,0,0,1,0,0,1,0,0,0
1991,0,0,0,0,1,0,0,0,0,0,0,0
1992,1,1,1,1,0,0,0,0,0,0,0,0
1993,0,0,1,0,0,0,0,0,0,0,0,0
1994,1,1,1,1,0,0,0,0,0,0,0,0
1995,0,0,1,0,0,0,1,1,0,0,0,0
1996,1,1,1,1,1,0,0,0,0,0,0,0
1997,2,1,1,1,0,0,0,0,0,0,0,0
1998,1,1,1,1,0,0,0,0,0,0,0,0
1999,1,1,1,0,0,0,0,0,0,0,0,1
2000,0,0,1,0,0,0,0,0,0,0,0,0
2001,0,0,0,0,0,1,1,1,1,0,0,0
2002,1,1,1,0,0,0,0,0,0,0,0,0
2003,0,0,1,1,0,0,0,0,0,0,0,0
2004,0,0,0,1,1,0,0,0,0,0,0,0
2005,0,0,1,0,1,0,0,0,0,0,0,0
2006,1,1,0,1,1,0,0,0,0,0,0,0
2007,0,0,0,1,1,0,1,1,0,0,0,0
2008,1,1,1,1,0,1,0,0,0,0,0,0
2009,1,1,0,0,1,0,0,0,0,0,0,0
2010,1,1,1,0,1,0,0,0,0,0,0,0
2011,0,0,1,0,0,0,0,0,0,1,0,0
2012,1,1,0,0,0,1,0,0,1,0,1,0
2013,1,1,1,0,0,1,0,0,0,0,0,0
2014,1,1,0,0,1,0,0,0,0,0,0,0
2015,1,1,0,0,0,0,0,0,0,1,0,0
2016,0,0,1,0,0,0,0,0,0,0,0,0
2017,1,1,1,0,1,0,0,0,0,0,0,0
2018,1,1,1,1,0,1,0,0,0,0,0,0
2019,1,1,0,1,0,0,0,0,0,0,0,0
2020,0,0,0,1,0,1,1,1,0,0,0,0
2021,1,1,1,1,0,0,0,0,0,0,1,0
2022,1,1,0,0,1,0,0,0,0,0,0,0
2023,0,0,0,0,0,0,0,0,0,0,0,0
2024,0,0,0,1,0,0,0,0,0,0,0,0
2025,1,1,1,1,1,0,0,0,0,0,0,0
2026,1,1,1,0,0,0,0,0,0,0,1,0
2027,0,0,0,0,0,0,0,0,0,0,0,1
2028,1,1,1,0,1,0,0,0,0,0,0,0
2029,1,1,1,0,0,0,0,0,0,0,0,0
2030,1,1,1,1,1,0,0,0,0,0,0,0
2031,1,1,1,0,0,0,0,0,0,0,0,0
2032,1,1,0,1,1,0,0,0,1,0,0,1
2033,1,1,1,1,1,1,0,0,0,0,0,0
2034,1,1,0,0,1,0,0,0,0,0,0,0
2035,0,0,1,1,0,0,0,0,0,0,0,0
2036,0,0,0,1,0,0,0,0,0,0,0,0
2037,1,1,1,0,1,0,0,0,0,0,0,0
2038,1,1,0,0,0,1,0,0,0,0,0,0
2039,1,1,1,0,1,0,0,0,0,0,0,0
2040,1,1,1,0,0,0,0,0,0,0,0,0
2041,1,1,1,1,0,1,0,0,0,0,0,0
2042,1,1,0,1,0,1,0,0,1,0,0,0
2043,1,1,0,0,1,0,0,0,0,0,0,0
2044,1,1,0,0,0,0,0,0,0,0,0,0
2045,1,1,0,0,1,0,0,0,1,0,0,0
2046,1,1,0,1,0,0,0,0,1,0,0,0
2047,1,1,1,0,0,0,0,0,0,1,0,0
2048,1,1,1,0,0,0,0,0,0,0,0,0
2049,2,1,1,1,1,0,0,1,0,0,0,0
2050,1,1,0,1,0,0,0,0,1,0,0,1
2051,0,1,0,1,0,0,0,0,0,0,0,0
2052,1,1,1,1,0,0,0,0,0,0,0,0
2053,1,1,0,0,1,0,0,0,0,0,0,0
2054,0,0,0,0,0,0,1,1,0,0,0,0
2055,0,0,0,0,0,0,0,0,1,0,0,0
2056,0,1,1,1,1,0,1,0,0,0,0,0
2057,1,1,1,0,1,0,0,0,0,1,0,0
2058,0,0,0,1,0,0,1,1,1,0,0,0
2059,1,1,0,1,0,0,0,0,0,0,0,0
2060,1,1,1,1,0,0,0,0,0,0,0,0
2061,1,1,1,0,0,0,0,0,0,1,0,0
2062,1,1,0,0,0,0,0,0,0,0,0,1
2063,2,1,0,1,0,0,0,0,0,0,0,0
2064,0,0,0,1,0,0,0,0,0,0,0,0
2065,0,0,0,0,0,0,0,0,0,0,0,0
2066,1,1,0,0,0,0,0,0,0,0,1,0
2067,1,1,0,0,0,0,0,0,0,0,0,0
