,San Andreas (Carrizo) rev,San Andreas (Cholame) rev,San Andreas (Mojave S),San Andreas (Coachella) rev,San Jacinto (Anza) rev,Garlock (West),San Andreas (Carrizo) rev,San Andreas (Cholame) rev,San Andreas (Mojave S),San Andreas (Coachella) rev,San Jacinto (Anza) rev,Garlock (West)
2580,0,0,0,0,0,1,0,0,0,0,0,0
2581,1,1,0,1,0,0,0,0,0,0,0,0
2582,1,1,0,0,1,0,0,0,0,1,0,0
2583,0,0,0,0,1,0,0,0,0,0,0,0
2584,0,0,0,1,1,0,0,0,0,0,0,0
2585,1,1,0,0,1,0,0,0,1,1,0,0
2586,1,1,1,0,1,0,0,0,0,1,0,0
2587,0,0,0,1,0,0,0,0,0,0,0,0
2588,1,1,1,1,0,1,0,0,0,0,0,0
2589,0,0,1,0,0,0,1,1,0,1,0,0
2590,0,0,1,0,0,0,1,1,0,0,0,0
2591,1,0,1,0,0,0,0,1,0,0,0,0
2592,0,0,1,0,1,0,0,0,0,0,0,0
2593,1,1,0,0,0,0,0,0,0,0,0,0
2594,1,1,1,0,0,1,0,0,0,0,0,0
2595,1,1,0,1,1,0,0,0,0,0,0,0
2596,0,0,0,0,1,0,1,1,0,0,0,0
2597,0,0,1,0,1,0,1,1,0,0,0,0
2598,1,1,1,1,1,0,0,0,0,0,0,0
2599,1,1,0,1,0,0,0,0,1,0,0,0
2600,0,0,0,0,0,0,0,0,0,0,1,0
2601,0,0,0,0,1,0,1,1,1,0,0,0
2602,1,1,1,0,0,0,0,0,0,0,1,0
2603,0,0,1,0,1,1,0,0,0,0,0,0
2604,0,0,1,0,0,0,1,1,0,0,0,0
2605,1,1,1,0,1,0,0,0,0,0,0,0
2606,1,1,1,0,0,0,0,0,0,1,0,0
2607,1,1,0,0,1,0,0,0,0,0,0,0
2608,1,1,0,1,1,0,0,0,0,0,0,0
2609,0,0,0,0,0,0,0,0,0,1,0,0
2610,0,0,1,0,0,0,1,1,0,0,0,0
2611,1,1,1,0,1,0,0,0,0,0,0,0
2612,0,0,0,1,1,0,0,0,0,0,0,0
2613,1,0,1,0,0,1,0,1,0,0,0,0
2614,1,1,0,0,0,0,0,0,0,0,0,0
2615,1,1,0,0,0,0,0,0,0,1,0,0
2616,0,0,0,1,0,0,1,1,1,0,0,0
2617,1,1,0,0,0,0,0,0,1,0,0,0
2618,1,1,1,1,0,0,0,0,0,0,0,0
2619,1,1,0,1,0,0,0,1,0,0,0,0
2620,1,1,0,0,0,0,0,0,1,1,0,0
2621,0,0,0,0,0,0,1,1,0,0,0,0
2622,1,1,1,0,0,0,0,0,0,0,0,0
2623,1,1,0,0,1,0,0,0,0,0,0,0
2624,0,0,0,0,1,0,0,0,0,0,0,0
2625,1,1,0,0,1,0,0,0,0,0,0,0
2626,0,0,1,0,0,0,1,1,0,0,0,0
2627,1,1,0,1,0,0,0,0,0,0,0,0
2628,1,0,1,0,0,0,0,0,0,1,0,0
2629,1,1,0,0,0,0,0,0,0,0,0,0
2630,1,1,1,0,0,1,0,0,0,0,0,0
2631,0,1,0,1,1,0,0,0,0,0,0,0
2632,1,1,1,0,0,0,0,0,0,0,0,1
2633,0,0,1,1,0,0,0,0,0,0,0,0
2634,1,0,1,0,0,0,0,1,0,0,1,0
2635,1,0,1,0,1,0,0,0,0,0,0,0
2636,1,1,0,0,1,0,0,0,1,0,0,0
2637,1,1,1,0,0,0,0,0,0,0,0,0
2638,0,0,0,1,0,1,0,0,0,0,0,0
2639,1,1,1,1,0,0,0,0,0,0,0,0
2640,1,1,0,0,1,0,0,0,0,0,0,0
2641,1,1,1,0,1,1,1,1,0,0,0,0
2642,1,1,1,0,0,0,0,1,0,0,1,0
2643,1,1,1,0,1,1,0,0,0,0,0,0
2644,1,1,1,0,0,0,0,0,0,1,0,0
2645,1,1,1,0,1,0,0,0,0,0,0,0
2646,1,1,0,0,1,0,0,0,0,0,0,0
2647,1,1,1,1,0,0,0,0,0,0,0,0
2648,1,1,1,0,1,0,0,0,0,1,0,0
2649,2,1,1,1,0,0,0,0,0,0,0,1
2650,0,0,1,0,0,1,0,0,0,1,0,0
2651,0,0,0,0,1,0,0,0,1,0,0,0
2652,1,1,1,1,1,1,0,0,0,0,0,0
2653,0,0,0,1,0,0,1,1,1,0,1,0
2654,1,1,1,1,0,0,0,0,0,0,0,0
2655,1,1,1,0,0,0,0,0,0,0,0,0
2656,0,0,0,0,1,0,0,0,0,0,0,0
2657,0,0,0,1,1,0,0,0,0,0,0,0
2658,1,1,1,1,1,0,0,0,0,0,0,0
2659,1,1,1,0,1,0,0,0,0,0,0,0
2660,0,0,1,1,1,0,0,0,0,0,0,0
2661,0,0,1,0,1,0,0,0,0,0,0,0
2662,1,1,0,0,0,0,0,0,0,0,0,0
2663,1,1,1,0,0,0,0,0,0,1,0,0
2664,0,0,0,0,1,0,1,1,1,0,0,0
2665,1,1,1,1,0,1,0,0,0,0,0,0
2666,1,1,1,0,1,1,0,0,0,0,0,0
2667,1,1,1,0,0,0,0,0,0,0,0,0
2668,0,0,1,0,1,1,1,1,0,1,0,0
2669,1,1,0,1,0,0,0,0,0,0,0,0
2670,1,1,1,0,0,0,0,0,0,1,0,0
2671,0,0,0,0,0,0,0,0,0,0,0,0
2672,1,1,1,0,0,0,0,0,0,0,0,0
2673,0,0,0,0,1,0,0,0,0,0,0,0
2674,0,0,0,0,0,0,0,0,0,0,0,0
2675,1,1,0,0,0,0,0,0,0,1,1,0
2676,2,1,1,1,0,0,0,0,0,0,0,0
2677,1,1,1,1,0,1,0,0,0,0,0,0
2678,1,1,0,0,0,0,0,0,0,0,0,0
2679,0,0,0,1,0,0,0,0,0,0,0,0
2680,0,1,1,0,1,1,0,0,0,0,0,0
2681,1,1,1,0,0,0,0,0,0,0,0,0
2682,0,0,0,1,0,0,0,0,0,0,0,0
2683,1,1,1,0,0,0,0,0,0,0,0,0
2684,0,0,0,1,0,0,0,0,0,0,1,0
2685,1,1,0,0,0,0,0,0,0,0,0,0
2686,0,1,0,0,1,0,1,0,0,0,0,0
2687,1,1,1,0,1,0,0,0,0,0,0,1
2688,1,1,1,0,0,0,0,0,0,0,0,0
2689,1,1,0,0,0,0,0,0,0,0,0,0
2690,1,1,1,1,0,0,0,0,0,0,0,0
2691,1,1,1,0,0,0,0,0,0,0,0,0
2692,0,1,0,1,0,0,1,0,1,0,1,0
2693,0,0,0,0,0,0,1,1,0,0,0,0
2694,1,1,1,0,0,0,0,0,0,0,0,0
2695,0,0,0,0,1,0,0,0,0,0,0,0
2696,1,1,1,0,0,0,0,0,0,0,0,0
2697,1,1,1,0,0,0,0,0,0,1,0,0
2698,1,1,0,0,0,1,0,0,1,0,0,0
2699,1,1,1,0,0,1,0,0,0,1,0,0
2700,1,1,1,1,1,0,0,0,0,0,0,0
2701,1,1,1,0,0,0,0,0,0,0,0,1
2702,0,0,0,0,0,0,1,1,1,0,0,0
2703,1,1,0,0,0,0,0,0,0,0,0,0
2704,1,1,0,0,1,1,0,0,0,0,0,0
2705,1,1,1,0,1,1,0,0,0,0,0,0
2706,1,1,1,1,0,0,1,1,0,0,0,0
2707,1,1,1,0,0,0,0,0,0,0,0,0
2708,0,0,0,0,0,0,1,1,1,0,0,0
2709,1,1,1,0,0,1,0,0,0,0,0,0
2710,1,1,0,1,1,1,0,0,0,0,0,0
2711,1,0,1,0,0,0,0,0,0,0,0,0
2712,1,1,1,0,0,0,0,0,0,0,0,0
2713,1,1,1,0,0,0,0,0,0,0,0,0
2714,1,1,1,0,0,0,0,0,0,0,1,0
2715,1,1,1,0,0,0,0,0,0,0,0,0
2716,1,1,0,0,0,0,0,0,1,0,0,0
2717,0,0,1,0,0,0,0,0,0,0,0,0
2718,0,0,1,1,0,0,0,0,0,0,0,0
2719,0,0,0,0,1,0,0,0,0,0,0,0
2720,1,1,0,0,0,0,0,0,0,0,0,0
2721,0,1,0,1,0,0,0,0,1,0,0,0
2722,0,1,0,0,1,0,1,0,1,0,0,0
2723,1,1,1,0,1,0,0,0,0,0,0,0
2724,1,0,1,0,0,0,0,0,0,0,0,0
2725,1,1,1,0,0,0,0,0,0,0,0,0
2726,1,1,1,0,0,0,0,0,0,0,0,0
2727,1,1,1,1,0,0,0,0,0,0,0,0
2728,0,0,1,0,1,0,1,1,0,0,0,0
2729,1,1,0,1,1,0,0,0,0,0,0,0
2730,1,1,1,1,0,0,0,0,0,0,0,0
2731,2,1,0,1,0,0,0,0,0,0,1,0
2732,1,1,1,0,0,1,0,0,0,0,0,0
2733,1,1,0,1,0,0,0,0,1,0,0,0
2734,0,0,0,0,0,0,0,0,0,1,0,1
2735,1,1,0,1,0,0,0,0,0,0,0,0
2736,1,2,1,0,1,1,0,0,0,0,0,0
2737,1,1,1,0,1,0,0,0,0,0,0,0
2738,1,1,1,0,0,0,0,1,0,1,0,0
2739,1,0,0,0,1,0,0,0,0,0,0,0
2740,0,0,1,0,1,1,0,0,0,0,0,0
2741,1,1,1,1,0,0,0,0,0,0,0,0
2742,1,1,1,1,0,0,0,0,0,0,0,0
2743,0,0,0,1,0,0,0,0,0,0,0,0
2744,1,1,0,0,0,0,0,0,1,0,0,0
2745,0,0,0,0,0,0,1,1,0,0,0,0
2746,1,1,1,0,0,0,0,0,0,0,0,0
2747,1,1,1,0,0,0,0,0,0,0,1,1
2748,1,1,1,0,1,0,0,0,0,0,0,0
2749,1,1,0,1,0,1,0,0,0,0,0,0
2750,1,1,0,1,0,0,0,0,1,0,1,0
2751,1,1,0,1,1,0,0,0,1,0,0,0
2752,1,1,0,1,0,0,0,0,0,0,0,0
2753,0,0,0,0,0,0,0,0,0,0,1,0
2754,1,1,1,0,1,1,0,0,0,0,0,0
2755,0,0,1,0,0,0,1,1,0,0,0,0
2756,1,1,1,1,0,0,0,0,0,0,0,0
2757,1,1,0,0,0,0,0,0,0,0,0,0
2758,1,1,1,0,1,0,0,0,0,0,0,0
2759,0,0,0,0,0,0,1,0,1,0,0,1
2760,0,0,0,0,1,0,0,0,0,0,0,0
2761,1,1,0,0,0,1,0,0,0,0,0,0
2762,0,0,0,0,0,0,0,0,0,1,0,0
2763,1,1,0,1,0,0,0,0,0,0,0,0
2764,1,1,1,0,1,0,0,0,0,0,0,0
2765,0,0,0,0,0,0,1,1,0,0,1,0
2766,1,2,1,1,1,0,0,0,0,0,0,0
2767,0,0,1,1,0,0,0,0,0,0,0,0
2768,0,0,1,0,1,1,0,0,0,0,0,0
2769,1,1,0,0,0,0,0,0,0,1,0,0
2770,1,1,1,1,0,0,0,0,0,0,0,0
2771,1,1,1,0,0,0,0,0,0,0,1,0
2772,0,0,1,1,0,0,1,1,0,0,0,0
2773,1,1,1,0,0,0,0,0,0,0,0,0
2774,0,0,0,0,1,0,0,0,0,0,0,0
2775,1,2,0,1,0,0,0,0,1,0,0,0
2776,1,1,1,0,1,0,0,0,0,1,0,0
2777,0,0,1,1,0,0,1,1,0,0,0,0
2778,0,1,0,1,0,0,1,1,1,0,0,1
2779,0,0,1,0,0,0,0,0,0,0,0,0
2780,1,1,0,0,0,0,0,0,0,0,0,0
2781,1,1,0,1,0,0,0,0,0,0,0,0
2782,0,0,1,0,0,1,0,0,0,0,0,0
2783,0,0,1,1,0,0,1,1,0,0,0,0
2784,0,0,0,0,0,1,0,0,0,0,0,0
2785,1,1,0,1,1,0,0,0,0,0,0,0
2786,1,1,1,0,0,1,0,0,0,0,0,0
2787,1,1,1,1,1,0,0,0,0,0,0,0
2788,1,1,0,1,0,0,0,0,0,0,0,0
2789,1,1,1,0,0,0,0,0,0,0,0,0
2790,1,1,1,1,1,0,0,0,0,0,0,0
2791,1,1,0,0,0,0,0,0,0,0,0,0
2792,0,0,0,0,0,0,0,0,0,0,1,0
2793,1,1,0,1,1,0,0,0,1,0,0,0
2794,0,0,0,0,0,0,0,0,0,1,0,1
2795,1,1,0,1,1,0,0,0,0,0,0,0
2796,0,0,0,0,0,0,0,0,1,0,0,0
2797,2,1,1,0,1,0,0,0,0,0,0,0
2798,1,2,1,1,1,0,0,0,0,0,0,0
2799,0,0,0,0,1,0,0,0,0,0,0,0
2800,0,0,0,0,0,0,0,0,0,0,0,0
2801,0,0,1,0,0,0,1,1,0,0,0,0
2802,1,0,0,0,0,0,0,1,0,0,0,0
2803,1,0,1,1,0,1,0,0,0,0,0,0
2804,0,0,0,1,0,0,0,0,0,0,0,0
2805,1,1,1,1,1,0,0,0,0,0,0,0
2806,1,1,0,0,0,0,0,0,0,0,0,0
2807,1,1,1,0,0,0,0,0,0,0,0,0
2808,1,1,1,1,1,0,0,0,0,0,0,0
2809,1,1,0,0,1,0,0,0,0,0,0,0
2810,0,0,1,1,0,0,1,1,0,0,0,0
2811,0,0,1,0,0,0,1,1,0,0,0,0
2812,0,0,1,1,0,0,0,0,0,0,0,0
2813,0,0,1,0,0,0,0,0,0,0,0,0
2814,1,1,1,1,0,1,0,0,0,0,0,0
2815,1,0,1,0,0,1,0,0,0,0,0,0
2816,0,0,0,0,1,1,1,1,1,1,0,0
2817,0,0,0,0,0,0,0,0,0,0,1,0
2818,1,1,0,0,1,1,0,0,1,0,0,0
2819,1,1,1,0,0,0,0,0,0,1,0,0
2820,0,0,0,0,0,0,0,0,0,0,0,0
2821,0,0,1,1,0,0,1,1,0,0,0,0
2822,1,1,0,0,1,1,0,0,1,0,0,0
2823,1,1,0,0,0,0,0,0,0,0,1,0
2824,0,0,0,1,0,0,0,0,0,0,0,0
2825,1,1,0,0,0,0,0,0,0,0,0,0
2826,1,1,1,0,1,1,0,0,0,1,0,0
2827,1,1,1,0,0,0,0,0,0,0,0,0
2828,1,1,1,1,1,1,0,0,0,0,0,0
2829,1,1,0,0,0,0,1,0,0,0,0,0
2830,0,0,0,0,1,0,0,0,0,0,0,0
2831,0,1,0,0,1,0,0,0,0,1,0,0
2832,0,0,0,0,0,0,1,1,1,0,0,0
2833,0,0,0,0,0,0,1,1,0,0,0,0
2834,0,0,0,0,0,0,0,0,0,0,0,0
2835,1,1,1,1,0,0,0,0,0,0,1,0
2836,0,0,0,0,0,0,1,1,1,0,0,1
2837,0,0,0,1,0,0,1,0,1,0,0,0
2838,0,0,0,1,0,0,0,0,0,0,0,0
2839,1,1,1,1,0,0,0,0,0,0,1,0
2840,0,1,0,1,0,0,1,0,0,0,1,0
2841,1,1,0,0,0,0,0,0,1,0,0,0
2842,1,1,0,0,0,1,0,0,0,0,0,0
2843,0,1,0,1,0,0,0,0,0,0,0,1
2844,0,0,0,0,0,0,0,0,1,0,0,0
2845,1,1,1,0,0,1,0,0,0,0,0,0
2846,1,1,1,1,0,0,0,0,0,0,0,0
2847,1,0,0,1,0,0,1,1,0,0,0,0
2848,1,1,1,0,0,1,0,0,0,0,0,0
2849,1,0,1,0,1,0,0,0,0,1,0,0
2850,0,1,0,1,1,0,0,0,0,0,0,0
2851,0,1,0,0,0,0,0,0,0,0,0,0
2852,0,0,1,0,0,0,1,1,0,1,0,0
2853,1,1,0,0,0,0,0,0,0,0,0,0
2854,1,1,1,0,0,0,0,0,0,0,0,0
2855,0,0,0,1,0,0,0,0,0,0,0,0
2856,1,1,0,0,0,0,0,0,0,1,0,0
2857,1,1,0,1,0,0,0,0,0,0,0,0
2858,0,0,1,1,0,0,0,0,0,0,0,0
2859,0,0,1,0,0,0,1,1,0,1,0,0
2860,0,0,0,0,0,0,0,0,0,0,0,0
2861,1,1,1,0,0,0,0,0,0,0,0,0
2862,0,1,1,0,1,0,0,0,0,0,0,0
2863,1,1,0,1,0,0,0,0,0,0,0,0
2864,1,1,0,0,0,0,0,0,0,0,0,0
2865,0,0,0,0,0,0,0,0,0,0,0,0
2866,1,1,1,0,0,0,0,0,0,0,0,1
2867,0,1,0,1,0,0,0,0,0,0,1,0
2868,0,0,0,0,1,1,0,0,0,0,0,0
2869,0,0,0,0,1,0,1,1,0,1,0,0
2870,1,1,0,1,1,0,0,0,0,0,0,0
2871,0,0,0,1,0,0,1,1,1,0,0,0
2872,0,0,0,0,0,0,0,0,0,0,0,0
2873,1,1,1,1,0,0,0,0,0,0,0,0
2874,1,1,1,0,0,0,0,0,0,0,0,0
2875,0,0,0,0,0,1,1,1,1,1,0,0
2876,0,0,0,0,0,0,1,1,0,0,1,0
2877,1,1,0,1,1,1,0,0,0,0,0,0
2878,1,1,1,0,0,0,0,0,0,0,0,0
2879,0,0,1,1,0,0,0,1,0,0,0,0
2880,0,0,0,0,0,0,1,1,1,0,0,0
2881,0,0,0,0,0,0,0,0,0,0,0,0
2882,0,0,1,0,0,1,0,0,0,0,0,0
2883,0,0,0,0,0,0,1,1,1,0,0,0
2884,1,1,1,1,0,0,0,0,0,0,0,0
2885,1,1,1,0,0,0,0,0,1,0,1,0
2886,1,1,1,0,1,1,0,0,0,0,0,0
2887,1,1,1,0,0,0,0,0,0,0,0,0
2888,0,0,1,0,0,1,1,1,0,0,0,0
2889,1,1,0,1,0,0,0,0,0,0,1,0
2890,1,0,1,0,0,0,0,0,0,1,0,0
2891,1,1,0,0,0,0,0,0,0,0,0,0
2892,1,0,0,0,0,0,0,0,0,0,0,0
2893,1,1,1,0,0,0,0,0,0,0,0,0
2894,0,0,0,1,0,0,1,1,0,0,0,0
2895,1,1,0,1,1,0,0,0,1,0,0,0
2896,0,0,1,0,1,0,0,0,0,1,0,0
2897,1,0,1,0,0,0,0,0,0,1,0,0
2898,1,1,1,1,0,0,0,0,0,0,0,0
2899,1,1,1,0,0,0,0,0,0,0,0,0
2900,0,0,1,0,0,0,1,1,0,0,0,0
2901,0,0,1,0,0,1,0,0,0,0,0,0
2902,0,0,0,0,0,0,0,0,0,0,0,0
2903,1,1,0,0,0,0,0,0,0,0,0,0
2904,0,1,0,0,1,0,0,0,0,0,0,0
2905,0,0,0,0,1,0,0,0,0,0,0,0
2906,0,0,1,1,0,0,0,0,0,0,0,0
2907,0,0,1,0,0,0,0,0,0,0,0,0
2908,1,1,1,0,0,1,0,0,0,0,0,0
2909,1,1,1,0,0,0,0,0,0,0,0,0
2910,1,1,1,0,0,0,0,0,0,0,0,0
2911,1,1,1,1,0,0,0,0,0,0,0,0
2912,1,1,1,0,1,0,0,0,0,1,0,0
2913,1,1,1,1,0,0,0,0,0,0,0,0
2914,1,1,1,0,1,0,0,0,0,0,0,0
2915,1,1,1,1,0,0,0,0,0,0,0,0
2916,1,1,1,0,1,0,0,0,0,0,0,0
2917,1,1,1,1,0,0,0,0,0,0,1,0
2918,0,0,1,0,0,0,0,0,0,1,0,0
2919,1,1,0,0,1,0,0,0,0,1,0,0
2920,0,0,1,0,1,0,0,0,0,0,0,0
2921,0,0,0,1,0,0,1,1,1,0,0,0
2922,1,1,0,1,0,0,0,0,1,0,0,0
2923,1,1,1,0,1,0,0,0,0,0,0,0
2924,0,0,0,0,0,0,1,1,0,0,0,0
2925,1,1,1,0,0,0,0,0,0,0,0,0
2926,1,1,0,0,0,0,0,0,1,0,0,0
2927,1,1,1,1,1,0,0,0,0,0,0,0
2928,0,0,0,1,1,0,0,0,0,0,0,0
2929,1,1,1,1,0,0,0,0,0,0,0,0
2930,0,0,1,1,1,0,0,0,0,0,0,0
2931,1,0,0,1,1,0,0,0,0,0,0,0
2932,0,0,0,0,1,0,0,0,0,0,0,0
2933,1,1,1,1,1,0,0,0,0,0,0,0
2934,1,1,0,0,1,1,0,0,0,0,0,0
2935,1,1,1,1,0,0,0,0,0,0,0,0
2936,0,0,0,0,0,1,1,1,1,0,0,0
2937,0,0,1,0,0,0,0,0,0,0,0,0
2938,1,1,0,1,0,0,0,1,1,0,0,0
2939,1,1,1,0,0,1,0,0,0,0,0,0
2940,1,1,1,1,0,0,0,0,0,0,1,0
2941,0,0,1,0,0,0,0,0,0,0,0,0
2942,0,0,0,0,0,0,1,1,1,0,0,1
2943,1,1,1,1,0,0,0,0,0,0,0,0
2944,1,0,1,0,0,0,0,0,0,0,0,0
2945,1,1,1,0,1,0,0,0,0,0,0,0
2946,1,0,1,1,1,0,0,1,0,0,0,0
2947,1,1,0,0,0,0,0,0,0,0,0,0
2948,0,0,0,1,0,0,0,0,0,0,0,0
2949,1,1,0,1,1,1,0,0,1,0,0,0
2950,0,0,1,1,0,1,0,0,0,0,0,0
2951,1,1,0,1,0,1,1,0,0,0,0,0
2952,1,1,1,1,0,0,0,0,0,0,0,0
2953,0,1,1,1,0,0,0,0,0,0,0,0
2954,1,1,1,1,1,0,0,0,0,0,0,0
2955,1,1,0,1,1,0,0,0,0,0,0,0
2956,1,0,1,0,1,0,0,0,0,1,0,0
2957,0,0,0,0,1,0,0,0,0,0,0,0
2958,1,1,0,0,0,0,0,0,0,0,0,0
2959,1,1,0,0,0,0,0,0,0,0,0,0
2960,0,1,0,1,1,0,0,0,0,0,0,0
2961,1,1,0,0,0,0,0,0,0,0,0,0
2962,1,1,1,0,0,0,0,0,0,1,0,0
2963,1,1,1,0,0,0,0,0,0,0,0,0
2964,1,2,1,0,0,0,0,0,0,0,0,0
2965,1,1,0,0,0,0,0,0,0,0,0,0
2966,0,0,0,0,0,0,1,1,0,0,0,0
2967,1,1,1,0,0,0,0,0,0,0,0,0
2968,1,1,1,1,0,0,0,0,0,0,0,0
2969,1,1,1,0,0,1,0,0,0,0,0,0
2970,1,1,1,0,1,0,0,0,0,0,0,0
2971,1,1,0,1,1,0,0,0,0,0,0,0
2972,1,1,1,0,0,0,0,0,0,0,1,0
2973,0,0,0,0,0,0,1,1,1,0,0,0
2974,1,1,0,0,0,0,0,0,0,0,0,0
2975,2,2,1,0,1,0,0,0,0,0,0,0
2976,0,0,1,0,1,0,1,1,0,1,0,0
2977,1,1,1,0,0,0,0,0,0,0,0,0
2978,1,1,0,0,0,0,0,0,0,0,0,0
2979,0,0,0,0,0,0,0,0,1,0,0,0
2980,0,1,0,1,0,0,1,0,1,0,0,0
2981,1,1,1,0,0,1,0,0,0,0,1,0
2982,1,1,0,0,0,0,0,0,0,0,0,0
2983,1,1,1,1,0,0,0,0,0,0,0,1
2984,1,1,1,1,0,1,0,0,0,0,0,0
2985,0,0,0,0,0,0,1,1,0,0,0,0
2986,0,0,0,1,1,0,0,0,0,0,0,0
2987,1,1,0,0,0,0,0,0,1,0,0,0
2988,0,0,1,0,0,0,0,0,0,0,0,0
2989,2,1,1,0,1,0,0,0,0,0,0,0
2990,1,1,1,0,1,1,0,0,0,0,0,0
2991,0,0,1,1,0,0,0,0,0,0,0,0
2992,1,1,0,0,0,0,0,0,0,0,0,0
2993,1,1,1,1,0,0,0,0,0,0,0,0
2994,1,1,1,0,1,0,0,0,0,0,0,0
2995,1,1,1,0,1,1,0,0,0,0,0,0
2996,0,0,1,1,0,0,1,1,0,0,0,0
2997,1,1,1,1,0,0,0,0,0,0,0,0
2998,0,0,0,0,0,0,0,0,0,0,1,0
2999,1,1,0,0,0,0,0,0,0,0,0,0
3000,1,1,1,0,1,0,0,1,0,0,0,0
3001,0,0,1,0,1,0,0,1,0,0,0,0
3002,1,1,1,1,0,0,0,0,0,0,0,0
3003,0,0,0,1,0,0,1,1,1,0,0,0
3004,0,0,1,1,1,0,0,0,0,0,0,0
3005,1,1,0,0,0,0,0,0,1,0,1,1
3006,1,1,0,1,0,1,0,0,0,0,0,0
3007,1,1,1,0,0,0,0,0,0,0,0,0
3008,0,0,0,0,0,0,0,1,0,0,1,0
3009,1,1,1,0,0,0,0,1,0,0,0,0
3010,0,0,1,0,0,0,1,1,0,0,0,0
3011,0,0,1,1,1,0,0,0,0,0,0,1
3012,1,1,1,0,1,1,0,0,0,0,0,0
3013,1,1,1,1,0,1,0,0,0,0,0,0
3014,1,1,1,0,0,0,0,0,0,0,0,0
3015,1,1,0,1,0,0,0,0,0,0,0,0
3016,1,1,1,0,0,1,0,0,0,0,0,0
3017,1,1,0,0,0,0,0,0,0,0,0,0
3018,0,0,0,0,0,0,1,1,1,0,0,0
3019,0,0,1,1,0,0,1,1,0,0,0,0
3020,1,1,1,0,0,0,0,0,0,1,0,0
3021,0,0,0,0,0,1,1,1,1,0,0,0
3022,1,1,1,0,1,0,0,0,0,0,0,0
3023,0,0,0,1,0,0,1,1,1,0,0,0
3024,0,1,0,1,0,0,0,0,1,0,0,0
3025,1,1,1,0,0,0,0,0,0,0,0,1
3026,1,1,1,0,1,0,0,0,0,1,0,0
3027,1,1,0,1,0,0,0,0,0,0,0,0
3028,0,1,1,1,0,0,0,0,0,0,0,0
3029,1,1,1,0,1,0,0,0,0,0,0,0
3030,1,1,1,0,0,0,0,0,0,0,0,0
3031,1,1,1,1,0,0,0,0,0,0,0,1
3032,1,1,0,0,0,0,0,0,0,0,0,0
3033,0,0,0,0,1,0,1,1,0,0,0,0
3034,1,1,0,0,1,0,0,0,1,0,0,0
3035,1,1,1,0,0,1,0,0,0,0,1,0
3036,1,1,0,0,0,1,0,0,0,0,0,0
3037,1,1,1,1,0,0,0,0,0,0,0,0
3038,0,0,0,1,1,0,0,0,0,0,0,0
3039,0,1,1,1,0,0,0,0,0,0,0,0
3040,0,0,1,0,1,0,0,0,0,0,0,0
3041,0,0,1,0,0,0,0,0,0,0,0,0
3042,0,0,1,0,0,0,0,0,0,1,0,0
3043,1,1,0,0,0,1,0,0,1,0,0,0
3044,1,1,1,1,0,0,0,0,0,0,0,0
3045,1,1,1,1,0,0,0,0,0,0,0,0
3046,0,0,0,0,0,0,1,1,1,0,0,0
3047,1,1,1,0,0,0,0,0,0,0,0,0
3048,0,0,0,0,0,1,0,0,0,0,0,0
3049,0,0,0,1,1,0,0,0,0,0,0,0
3050,1,1,1,0,0,0,0,0,0,0,0,0
3051,1,1,1,0,0,1,0,0,0,0,0,0
3052,1,1,0,0,0,0,0,0,1,0,0,0
3053,1,1,1,0,0,0,0,0,0,0,0,0
3054,0,0,0,1,0,0,1,1,0,0,1,0
3055,1,1,1,0,0,1,0,0,0,0,0,0
3056,1,1,1,0,0,0,0,0,0,1,0,0
3057,0,0,1,0,0,0,0,0,0,0,0,0
3058,1,1,1,0,0,0,0,0,0,1,0,0
3059,0,0,0,0,0,1,1,1,1,0,0,0
3060,1,1,1,0,0,0,0,0,0,0,1,0
3061,1,1,1,1,0,0,0,0,0,0,0,0
3062,0,0,0,0,0,0,0,0,0,0,0,0
3063,1,0,1,0,0,0,0,1,0,0,1,0
3064,0,0,0,1,0,0,0,0,0,0,0,0
3065,1,1,0,0,1,0,0,0,1,0,0,0
3066,1,1,0,1,1,0,0,0,0,0,0,0
3067,1,1,1,0,0,1,0,0,0,0,0,0
3068,1,2,0,0,0,0,0,1,0,0,0,0
3069,1,0,0,0,0,0,0,0,0,0,0,0
3070,0,0,1,0,0,0,0,0,0,0,1,0
3071,2,1,1,0,0,0,0,0,0,0,0,0
3072,0,0,0,1,0,0,1,1,0,0,1,0
3073,0,0,0,0,0,0,1,1,0,0,0,0
3074,2,1,1,1,0,0,0,0,0,0,1,0
3075,1,1,1,0,0,0,0,0,0,0,0,0
3076,1,0,0,0,1,0,0,0,0,1,0,0
3077,2,1,1,0,0,0,0,0,0,0,0,0
3078,0,1,1,1,0,0,0,0,0,0,0,0
3079,1,1,1,0,0,0,0,0,0,0,0,0
3080,1,1,0,1,0,0,0,0,1,0,0,1
3081,1,1,0,1,0,1,0,0,1,0,0,0
3082,0,0,0,0,0,0,1,1,0,0,0,0
3083,1,1,0,0,1,0,0,0,0,0,0,0
3084,1,1,1,1,1,0,0,0,0,0,0,0
3085,0,0,0,0,0,0,1,1,1,0,0,0
3086,0,0,0,0,0,0,1,1,0,1,0,0
3087,0,0,1,0,0,1,0,0,0,0,0,0
3088,1,1,0,1,1,0,0,0,0,0,0,0
3089,1,1,1,1,0,0,0,0,0,0,0,0
3090,1,1,1,0,0,1,0,0,0,0,0,0
3091,0,0,1,0,1,1,0,0,0,0,0,0
